Post.id,Post.genre_id,Post.title,Post.pagename,Post.menu,Post.content,Post.public,Keyword.id,Keyword.keyword,Keyword.url,Keyword.visible,Arbitrary.keyword
,21,実家のリフォーム,,recycle,昨年、夫の実家のリフォームが完成して引っ越し、夫の義母と同居しました。　全体的に耐震補強をして、外壁、屋根を張り換えました。義母のスペースである一階は、義母の希望に沿って間取りはほとんど変えず、和室の畳、ふすまの取り替え、洋室の床、壁、天井の張り替えを行い、トイレ、風呂、洗面所は全面的にリフォームして、全体的にバリアフリーにしました。そして、今まで一直線でやや急だった階段を、登り口のところで一回曲げて緩やかにし、落ちても一気に転がる危険がないようにしました。　私、夫、息子のスペースとなる二階は、もともと二部屋しかなかったものを広げて、キッチン、風呂、洗面所、トイレの他に三部屋を作るという、大掛かりなものになりました。   築30年近い家で、どうなることかと不安もありましたが、外から見ても、中から見てもほぼ新築のようになってとても満足してます。ただ2階の私たちのスペースをもっと広くしたかったのですが、元になる建物による制約で断念したことが残念でした。しかし住んでみればまあまあ住みやすく、元の家を壊して、一流メーカーで建てた場合の約半分で建てることができ、義母のこの家に対する思いも大切にすることができて良かったと思っています。,1,,アンテナ工事なら埼玉,http://e-aitec.co.jp/,1,0
,21,住まい選びで重視したこと,,buy,私は3年半前に現在の住居に引っ越してきました。一戸建て住宅を購入したのですが、予算が有り余っているわけではなく、限られた中で選ぶ必要がありました。その中で全ての希望はかなえられず、重視すること、後回しにすることを考えなければなりませんでした。私が一番大事だと思ったのは、家の造りがしっかりとしていることです。色々な家を見ていると、何となく造りが安っぽいような物に出会うことがあります。そういった物では、安心して住めないように感じました。また間取りがゆったりとしていて、家族が伸び伸びと暮らせるということも重要でした。広い家で育ってきたのもあり、狭いスペースを窮屈に感じてしまうことがあります。その希望を新築で叶えようと思ったら予算オーバーで、どうしようかと考えた結果、築浅の中古住宅も視野に入れることになりました。そして築10年までの中古住宅もありだと考えて探すと、自分の希望に合った物が希望エリアに見つかりました。室内のデザインは多少気に入らないこともありましたが、リフォームなどをしたら良いかなと思いました。リフォームに100万円をかけて、住むことになりました。結果として自分の希望が叶えられたので、とても気に入っています。築浅の中古住宅も視野に入れて考えて良かったと思います。,1,,埼玉でアンテナ工事やLAN工事、配線の設置をお考えの方へ,http://e-aitec.co.jp/,1,0
,23,家族が増えると住まいも変わる,,home,私は今賃貸の戸建に住んでいます。以前は、賃貸アパートの２階に住んでいました。子供ができて手狭になったことはもちろんですが、下の階の住人が独身男性だったのでこどもの声や走り回る足音が聞こえたら迷惑かと思い引越しをしました。同じアパート内で子供がいる人はいなかったので、公園は近くにありましたが遊ぶ子供の姿が見当たらなかったので環境を変えたいと思いました。住人同士の騒音問題で事件に発展するケースも少なくないことから、住まい選びは慎重になります。こどもがいることもあり、近くに公園や学校を探し今住んでいる戸建住宅を見つけました。今は子供がいる家族がほとんどで、子供が泣く声や笑い声が絶えない環境です。近くの公園も、遊具が新しく設置され子供たちも喜んで毎日遊びに行きます。不動産選びは、何を重点に進めるかが重要だと思います。私は子供の環境を考えて選びました。高齢の方は病院やスーパーなど日常欠かすことのできない施設があるかどうかをかんがえて不動産を選ぶと思います。実際住むにあたって、地域のコミュニティがどうなっているのかも調べなくてはなりません。自治会や組内などのあいさつ回りなど、引っ越してからもすべきことがいくつもあります。住んでみて、また新しい人とのかかわりが始まる楽しみもあります。,1,,アイテック株式会社,http://e-aitec.co.jp/,1,0
,23,マンションの住人同士の付き合い,,life,一年程前に賃貸一戸建を出て中古マンションを購入しました。一戸建てに住んでいた時は横浜の中でも下町っぽい場所だったこともあり、近隣の方たちとの付き合いも頻繁にありました。当時は賃貸だったにもかかわらず若い夫婦を温かく迎えて下さって本当に有り難く思いました。町内会のイベントはもちろん隔週で公園の掃除もあり多少それらのことが重荷に感じることもあったのですが、今となれば今の時代には珍しい密なお付き合いが出来たことはとても貴重でした。今は中古マンションに住んでいるのですが、一戸建てのころと比べると付き合いがなさ過ぎる為少し寂しく感じます。実家のマンションでもそうですが今は表札を出しているお宅自体も少なくて、一年以上住んでいるにも関わらず隣の方の名字が分からない状態です。中には悪用するような悪い人もいますから、プライバシーを気にするのは当然のことだと思うのですよね。しかしながら、全く付き合いがないのもせっかく同じ場所に住んでいるのに寂しく思います。引っ越しした際に不動産屋さんに、上の部屋や隣の部屋への挨拶について伺いました。私が子供だったころは親が簡単な品を持って伺っていましたからね。しかし今では挨拶する人の方が珍しいとか…ここ数十年で一気に色々な物が変わりましたが、住まいに関しても時代の変化による影響が出ていることを実感しました。,1,,アンテナ工事を埼玉でご検討なら,http://e-aitec.co.jp/,1,0
,23,最近行うようになったセルフリノベーション,,,私は今現在住んでいる一戸建てに引っ越してきて約三年ほどになるのですが、ようやく最近室内のインテリアに凝るようになってきました。少し前までは殺風景な室内だったのですが、たまたま観葉植物をリビングに飾ったのをきっかけにインテリアにこだわることに目覚めたのです。観葉植物の緑を置くだけで部屋の雰囲気が明るくなり、どうせならもっと明るく雰囲気のいい部屋にしたいと思ったのでした。そうして最近はホームセンターや百円ショップなどに通い、あれこれとインテリアグッズを買い足しています。またただインテリアグッズを買って飾るだけでなく、自分でリメイクやセルフリノベーションをするようになりました。すのこで飾り棚を作ってみたり百円ショップで購入した造花やワイヤーを使って壁の飾りを作ってみたりと楽しんでいます。徐々に部屋がかわいくおしゃれになっていくのは本当に楽しく、そんなかわっていく室内を見回しながら一人でニヤニヤしている私です。今のところ行ったことというと、造花やワイヤーを使う以外にマスキングテープを使って今まであったものをリメイクしたり、カーテンの布地を購入してきて自分で部屋に合うカーテンを手作りしたりといったことです。,1,,アンテナ工事なら埼玉,http://e-aitec.co.jp/,1,0
,23,我が家に5年住んでみて感じた事,,,新築一戸建ての注文建築で購入した我が家も住み始めて5年が経ちました。住み始めた頃は壁には絶対に穴を空けない、床も傷付けないようにする、といったローカルルールがあったのですが、5年経った今では必要があれば壁にも穴を空けますし、床もワックスが剥げてきたり、傷ついたところも多々あります。こういった事については長年住んでいるとある程度は仕方ないとは思うのですが、何だかなぁといった感じがしなくもないです。ですが、住み始めて初めて気付く事って思いのほかたくさんあるものですね。我が家の場合は注文建築でしたので、その時に言っておけば何とでもなったのでしょうが、今となっては後の祭り感が否めないですね。大きく後悔しているポイントとしては2つほどあります。まず、窓の位置が微妙でテレビラックが置きづらいといった事になります。もう少し、窓を左に持って行きたかったといったところでしょうか。もう一つはクローゼット内の照明があれば良かったな、と思います。照明が無いので昼間にも関わらず、クローゼット内は暗い感じです。といったように不満はあるものの、やはりそこは住めば都ですので我が家に満足はしています。これからも長く住むことは間違いないので、大切に住んで行きたいと思います。,1,,アンテナ工事の「５年保証」、埼玉で対応中,http://e-aitec.co.jp/,1,0
,12,投資目的の不動産を購入するときのポイント,,,不動産を持つ目的は2パターンあります。1つは自分で住むために持つということです。これが最も一般的で、普通不動産はそのために持つと言っても過言ではありません。　もう1つは他人に貸したりなど、資産として持つパターンです。それは、いわゆる投資対象として持つということで、自分で住む目的以外の持ち方です。　不動産の投資にはアパート投資、マンション投資など、やはり賃貸住宅を持つケースが多く、それらの家賃収入があれば、かなりの収入を得ることが可能です。しかし、家賃収入があるから絶対に儲かるはずだと勇み足をしてはいけません。　最近はかなり不景気な状態が続いてきているため、せっかく投資目的のアパートやマンションを持っていたとしても入居者が集まらずに苦戦してしまうケースが非常に増えてきているのです。それだと、投資で儲けるどころか損をしてしまいますので、むしろ持たないほうが良いということになってしまいます。　ですから、投資目的で不動産を購入する場合は、何でも良いから不動産を購入するのではなく、きちんと資産として機能する不動産を購入しなければならないのです。そこを履き違えないようにすることが、投資目的の不動産を購入するときのポイントです。,1,,,,1,0
,12,条件の良い物件。,,,引っ越すときに注意したいことがいくつかあります。いざ、一人暮らしをしようと思って、物件を探すときに何を目安に探したらいいか迷ったりしませんか。私の何度も引っ越しをしてきましたが、最初の方は何も見て決めたらいいのか、悩んだり、失敗したり、いろいろありました。まず、引っ越し後の生活に必要なものから考えましょう。引っ越ししたら、車はありますか。その場合は立地はそこまで気にしなくてもいいかもしれませんが、もし自転車や徒歩、バスや電車に乗って通勤、通学するようなら、せっかくなら目的地や最寄駅の近くの方が毎日の事ですので、ストレスが少ないです。ここが一番重要なポイントだと思います。ここが苦痛ですと家に帰るのも一苦労しますし、余暇も楽しめません。他にも必要なものを調達できる場所が近くか、通り道などにあるといいですね。ここまでが、立地に関しての事柄ですが、次は内部に関して重要なことをお話しします。いざ、一人暮らしで好きな部屋にできると楽しみになり、いろいろ見て回ると思います。一見きれいな物件でも風通り、日当たりはどうですか。この２点はどんな物件においても重要です。冬場などは風通りが悪いとカビの原因にもなりますので、部屋の中だけではなく、この２点も気を付けてみてもらいたいところです。このように物件の中だけではなく、いろいろ条件がいい物件に住めるようにしたいものですね。,1,,アイテック株式会社,http://e-aitec.co.jp/,1,0
,12,マンションでの暮らしはとても快適です,,poster,私は二年ほど前から、マンションへ引っ越しました。戸建ての家を売って分譲のマンションを購入するというかなり大きな決断をして引越しを行ないましたが、引越しをしてマンションでの暮らしの魅力に気付きました。駅から比較的近いマンションを選んだので、毎朝の通勤もとても便利です。マンションの立地は郊外にあるのですが、駅から近いマンションなので、電車に乗るまでの時間があまりかからなくなって都会を身近に感じられるようになりました。また、マンションに住んで一番感動したことと言えば夜景の美しさや、ベランダから見える素晴らしい眺望です。10階を超える階で暮らしているので、あまり蚊も来ないですし、ナメクジやミミズやアブラムシなどは一切見なくなり害虫があまり来ないことにも本当に満足しています。戸建ての家に居たころは庭掃除や庭の害虫対策に本当に苦戦していたので、マンションに引っ越してきてよかったなと強く実感しています。また、マンションの利点といえば周りに建物が密集していないので、風通しが良く気持ち良く過ごせることや、日当たりが良好であることです。南向きの部屋に住んでいますし、高層の階で周りに建物が無いので、日照りも良くて毎日洗濯物の乾きも良好です。,1,,アンテナ工事なら埼玉,http://e-aitec.co.jp/,1,0
,12,京都府でのひとり暮らしの経験,,money,京都府で京都市ではない少し郊外の小さな町でひとり暮らしを６年間したことがあります。3階建てのアパートの3階でワンルームです。部屋は6畳で、押入れのスペースがあり、テレビ、エアコン、洗濯機、小さな1ドアの冷蔵庫が備えられていますので、ふとんさえあればすぐに生活ができるような設備になっていました。このアパートで1ヶ月5万円であり、水道料金が含まれているというものでした。電気代などは別料金になります。以前からひとり暮らしに憧れを抱いていました。実家が狭く自分の部屋というものを持ったことがなかったからです。初めての自分の部屋であり、自分の好きなように使うことができるというのはこの上ないわくわくする経験でした。ですが、そのわくわく感も数ヶ月もすれば慣れてきてしまいますし、むしろ孤独感というものが募ってきました。ですから家に帰るといつもテレビをつけて音を出すようにしていましたし、出かける時間を多く作るようにもして、孤独を感じなくなるように工夫しました。食事はスーパーマーケットで閉店前の値引きものの弁当やコロッケ、納豆などを買って食べることが多かったです。ごはんは自分で炊飯器で炊きますがおかずは買ってくるというパターンです。それでもあっという間の6年で楽しい思い出もたくさんできました。ひとり暮らしの場合は生活するために必要なものがすべて揃っていた物件を選んだのは良かったと思います。初期費用を抑えることができましたし、なにかが壊れても大家さんが無償で修理してくれますので安心です。,1,,埼玉でアンテナ工事やLAN工事、配線の設置をお考えの方へ,http://e-aitec.co.jp/,1,0
