Post.id,Post.genre_id,Post.title,Post.pagename,Post.menu,Post.content,Post.public,Keyword.id,Keyword.keyword,Keyword.url,Keyword.visible,Arbitrary.keyword
,20,20年ぶりに手芸にハマる,,,小学生時代4年生から6年生までクラブ活動なるものがありました。自由選択だった「部活動」とは違い「クラブ活動」はいずれかを撰択する必要があり私は「友達もコレに入るって言っているから」という主体性のない理由で3年間「手芸クラブ」で活動していました。入るのは強制的ではありましたがけれども「手芸クラブ」の活動内容自体はわりと自由で「針と糸さえ使っていればなんでもOK」的なノリはありましたね。ですから私はオーソドックスな手芸と言えるかも知れませんがフェルトでいろいろなアップリケをつくっていました。当時スラムダンクにハマっていてフェルトで湘南高校のバスケットボール部のメンバーの顔をつくったり好きなジャニーズJr.の顔を作ったりしていました。なおかつディテールにもこだわり刺繍の技法も覚えて髪の毛を細かいステッチで縫い上げたりなどとにかく取り憑かれたように凝っていましたね。実家を整理しに行った際にごっそり見つけたときは若干見なかったことにしたくなりましたが。しかしそのような思い出のクラブ活動においても回り回って今ものすごく役立っています。子どもたちに「妖怪ウォッチのジバニャンつくってー」「プリキュアつけてー」だのリクエストされても難なくつくることができるからです。中学生以降は授業以外では手芸をしなくなったのですがそれでも苦労なく作ることができますね。そしてまたハマっているのです。この年で一から覚えるのはなかなか容易なことではありませんが昔覚えて技術で難なく作ることができますのでなかなか楽しいのです。熱中できる趣味があることで育児の息抜きにもなりますしね。,1,,フィリピンへの留学はこちら,http://www.cebu21.jp/,1,0
,20,私は趣味でヨーヨーをやっています,,,私は自分の趣味としてヨーヨーをしています。ヨーヨーは昔のハイパーヨーヨーブームの時に面白いなって思ったのですが時代の変化とともに辞めてしまいました。でも久しぶりにインターネットを見てみるとヨーヨーの進化がありました。技がものすごいことになっちゃっていて自分でもびっくりするほど感動してしまいました。ここまでおもちゃって進化するのだなあと思ったくらいです。早速インターネット新型のヨーヨーを買ってみることにしました。値段はちょっと高いです。１万円以上もするものがありました。私が最初に買ったのはプラスチックに金属が付いているヨーヨーでした。金属リムという名前のヨーヨーらしいです。見た目がかっこいいだけではなくその回転性能は素晴らしいものがありました。一度振ってみると力強い回転をしました。ちょっと値段は高かったのですが買ってよかったなあと思えるようなものでしたね。それからはヨーヨーをどんどん練習してしまいました。そして上達をしていきます。好きでやっていることは何時間でもやれるということです。時間を忘れてはまってしまう面白さがヨーヨーにはあったと思います。インターネットがあったからヨーヨーのことを知ることができました。今は以前ほど練習熱心ではなくなってしまいました。それは勉強などの時間をとる必要が出てきたからです。でもまた時間ができたら以前のようにヨーヨーをたくさんやってみたいなと思っています。,1,,フィリピン留学はお任せ,http://www.cebu21.jp/,1,0
,26,漫画を描くことが趣味です。,travel,,私の趣味は漫画を描くことです。もう小学生のころからずっと漫画を描いています。漫画を描き始めたきっかけは漫画が大好きだったからです。私が小学生のころ「ドラゴンボール」という漫画が大変流行っていました。私もこの漫画が大好きであるときからこの漫画を真似して描くようになりました。それが漫画を描き始めたきっかけです。また偶然先生から絵をほめられたこともきっかけです。図工の時間に絵を描いていると先生が大変ほめてくれました。そしてその絵はコンクールで賞をとることができました。その後中学生になっても漫画を描き続けていました。一時期学校を休んで漫画を描いていたので先生や親からとても怒られました。少年ジャンプやマガジンに電話して漫画家のアシスタントにしてほしいとお願いしたこともありました。そして高校は美術系の高校に入りました。ここでは思う存分絵を描くことができます。私はここで漫画研究会に入り漫画を描き始めました。しかしこの高校時代初めて挫折を経験しました。高校は美術系だったので周りはみんな絵がうまい人ばかりです。それまで私は一番絵がうまいと思っていたのでその自信が完全に破壊されてしまいました。しかしそれでも漫画を描くことはやめませんでした。大学を卒業し社会人になった今でも漫画を描いています。一時期仕事にしたいとも思いましたがとりあえず今のところは私の大好きな趣味です。,1,,フィリピン留学へどうぞ,http://www.cebu21.jp/,1,0
,26,ふとした切っ掛けから始めたパン作り,travel,,芸能人が自分で作ったパンをブログに載せていたのを見たのが切っ掛けとなり私も手作りパンを作ってみたいと思って現在パン教室に通っています。とは言え入会金やコースがあってライセンスがとれるような本格的な教室ではなく個人の方がご自宅で数人程度を集めて開いているものなので実際には習い事という感覚よりは知り合いの家にパンの作り方を教えに行かせてもらっていると言った具合です。また私は子育ての真っ只中なので習い事をしたくても子供をどうするかというのは結構な問題です。有名なパン教室であれば子供の同伴は不可な事が殆どですが今通っている教室は先生の家に子供を連れて行く事が出来るので子育て中の私でも気軽に入会する事が出来ました。月謝も月にいくらではなくその回に作ったパンの材料費などを人数で割って支払うので一回に付き500円～700円程度と凄く安く済んでいます。これも収入のない専業主婦が始める趣味としてとても助かっています。先生自身が専業主婦で子育てしている経験があるのでパンを作りながら子育ての相談も出来とても居心地のよい時間となっています。勿論先生のご自宅のオーブンはガスオーブンなので電気よりも火力が強くしっかりとした焼き色のパンが焼けますし惜しみなくパン作りについてのノウハウを教えてくれるので習い始めて2ヶ月程度ですがめきめきと上達してきているのが自分でもよくわかります。いずれは私もライセンスの取れるパン教室へ通って今の先生のように子育て中のお母さんが気楽に通えるパン教室を開く事が目下の目標となっています。,1,,フィリピンへの留学はこちら,http://www.cebu21.jp/,1,0
,3,「楽しむ」事の大切さを教えてくれたミニバレー,travel,,近所のママ友に誘われてミニバレーのサークルに入っています。当初はお遊びの延長程度にミニバレーを「楽しむ」のがサークルの目的で厳しい練習をするなどはあり得ないとされてきました。しかしサークルが発足して4年が経つ今年初めて試合に出場する事になりました。あくまでも「楽しむ」事を目的に作られそれを継続してきたわけなのですが気が付くとサークルに入るまでサーブすらまともに打てなかったメンバーが今ではアタックを始めブロックやレシーブがかなり上達していたのです。好きなものこそ上手なれという言葉がありますが本当にその通りだと思います。楽しいと思って続けていたらいつのまにか試合に出れそうなレベルに達していたのです。試合に出る事になったのは様々な偶然が重なった結果ですがいざ試合に出ると決まってから練習内容が一新され本番前に練習試合を組むなどそれはまるで高校生の部活動のような状況です。そしてそんな状況すらも私達は「楽しんで」います。正直過酷な練習で帰宅後の家事や育児がきついと感じる時もありますがただ家の中で主婦をしていた時には感じる事の出来なかった充実感が体の疲れすら吹っ飛ばしてくれて元気をくれているようです。思い返せば出産後から育児は大変の連続で「楽しむ」事など全く出来ませんでした。それは今でも変わらない部分もありますがミニバレーを「楽しんで」帰ってきた私は子供と過ごす時間を前よりも確実に「楽しめる」ようになったと思います。,1,,フィリピン留学はお任せ,http://www.cebu21.jp/,1,0
,22,私の最近の趣味は競馬です。,traveler,,私の最近の趣味は競馬です。昔はそれほど競馬には関心がなかったのですが最近は少し競馬に興味を持つようになりました。それはどうしてかというと最近は昔よりもかなり競馬の楽しみ方にも変化が出てきたからです。その中でも特に私が良いなと思ったのがネットで競馬情報が簡単に得られるのが良いと思いました。昔は競馬で情報を得ようと思っても競馬新聞などしか情報源がありませんでした。ですが最近は違います。最近はインターネットの普及によってネットで様々な競馬情報を得る事ができます。中でも私が良いと思ったサイトがあります。それは元騎手の方がやっている競馬の予想サイトです。こういうところを利用すれば競馬でどういう馬が勝つのかとか有益な情報が得られるので本当に良いと思います。ただこの手のサイトは無料で得られる情報と有料で得られる情報にかなり差があります。ですから本当に欲しい情報を貰おうと思った時は少しお金がいりますがそれ以上の価値があると思うので私はよく利用しています。おかげで最近まで競馬については全くの素人だった私でも競馬のコツといいますかどういう風に馬の良し悪しを見極めるのかとか多少分かるようになりました。なので最近の私の趣味は専ら競馬になっています。以前はパチンコをやっていたのですが競馬の方が戦略性もあって今は競馬の方にハマッています。ですから今後も当分競馬に夢中になっていると思います。それぐらい今は競馬好きです。,1,,フィリピン留学へどうぞ,http://www.cebu21.jp/,1,0
,22,パチンコの楽しみ方が変わったのです,ryokana ,,私はかつての趣味としてパチンコがありました。パチンコが出来るようになる年齢になってからつい最近までやっていたのでパチンコ歴にすると20年近くになるかと思われます。最初は父親と行くことが多かったのですがその後は一人でまたは友人と数名で行くことが多くなりました。父親とそして一人で行っている時はパチンコはお金を稼ぐためにいくものだと思っていました。当時のパチンコは演出もあまり凝ったものはなくただ打って当てるだけのものと思っていたからです。しかし友人と行くようになってからは演出も凝ったものになりアニメとのタイアップの台も増えてきました。その頃からパチンコはお金を稼ぐものという考えが変わってきました。お金がかかるが戻ってくる場合もある一種のエンターテイメントだと考え始めたのです。それから一人でいくよりも友人と行くことを優先しはじめました。隣同士座ってあつい演出が来る度に友達とギャーギャー騒いで打つのがとても楽しくなってきたのです。また片方が出ずに片方が出ている時玉をもらって出費を抑えたり次回まで覚えておいて自分が出た時にその玉を返したりそういうやりとりもとても楽しく話もはずみ打ち終わって大勝ちした人がいたらその人のおごりで食事をみんなで食べに行くという楽しみ方もありました。しかし一人暮らしをはじめてから資金的に余裕がなくなりパチンコで負けたら生活が苦しくなるという理由でしなくなりました。また余裕が出来たらぜひとも友人と何人かで行きたいものです。,1,,フィリピンへの留学はこちら,http://www.cebu21.jp/,1,0
,4,テニスで体を動かして、ココロもカラダも若々しく！,,,昨年定年退職したわたしの父ですが今は趣味で町内会のテニスサークルに入っています。このテニスサークルはわたしたちが団地に越してきた時から存続していて父と母が仲良くテニスをしていたのです。しかし父は仕事が忙しくなるにつれテニスには行けなくなり結局1年くらいでテニスサークルをやめてしまいました。父が定年退職する前の年あたりから父がウォーキングに出かけると「どうですか？そろそろテニスサークルに復帰しませんか？」とプレイしている人から声をかけられるようになりました。それで父は定年退職後健康のために交友関係を広げるためにテニスサークルをまた始めることにしたのです。今のところまだテニスの勘は戻っていなくてたまにボールが来ても空振りしてしまうのだそうです。また夏の暑い中では水筒に麦茶を持っていくのですが500mlしか持っていかなかったら危うく熱中症になりかけたりもしました。一度テニスをしてくるといつも3日間くらいは筋肉痛になってしまいます。それでも父はテニスをするのが楽しいようで晴れている日はたいていテニスに出かけるようになりました。年を取って暇ができてきたらこのように軽いスポーツをして楽しい時を過ごせばココロもカラダも若々しくいられるのではないでしょうか？体を動かす趣味というのは年を取ってからでももう遅いと思わずに始めてみるといいでしょう。,1,,フィリピン留学はお任せ,http://www.cebu21.jp/,1,0
,4,中国語を勉強することが趣味です。,,,私は最近中国語を勉強するのが趣味です。実は以前上海に２年ほど住んでいたのですがそこで中国語が少しできるようになったので日本に帰ってからも忘れないように勉強しているのです。私はもともと中国語にはまったく興味がありませんでした。大学で勉強していたのはドイツ語でした。しかしひょんなことから中国に住むことになってから中国語に興味を持ち始めたのです。最初中国語はとても難しく感じられました。中国語の漢字は日本語と似ているので一見習得するのは簡単のように思えます。しかし中国語の発音は日本語とまったく異なります。日本語だとあまり抑揚がないのですが中国語の発音には４つの音がありそれぞれの発音を変えないと言葉が全く通じません。この発音が大変難しいのです。上海では中国人に何度も発音を教えてもらいましたがそれでも完全に習得することはできませんでした。私は今でもうまく発音することができません。文章のほうは確かに日本語と漢字が似ているので比較的読みやすいようには思えます。しかし中国語は文法も日本語とは異なりどちらかという英語に近いです。しかし知り合いの中国人は「中国語は最初は難しいがだんだんと簡単になる」といっていました。そして逆に「日本語は最初は簡単だがだんだんと難しくなる」といっていました。中国語を勉強し始めて確かにそうかなと思うことがあります。中国語がわかればわかるほど中国語を学ぶのは楽しくなります。,1,,フィリピン留学へどうぞ,http://www.cebu21.jp/,1,0
,20,小さな家庭菜園,,,私の趣味は台所でやっている小さな家庭菜園です。やや西よりの南に向かって窓が付いているため一年を通して午後は陽がよく当たり小規模な家庭菜園にはうってつけの環境です。ポットやプランターでの栽培が中心のため冬の間はあまり大きな野菜は育てられませんでした。ローズマリーやパセリといった比較的強いハーブや種まきから数日で収穫できるカイワレ再生ネギ（根の部分を少し残したネギ）の水耕栽培等少し寂しい菜園でした。4月から5月にかけて少しずつ暖かくなってきた頃に種を蒔き本格的な家庭菜園がスタートします。毎年必ず育てているのがラディッシュです。実ができると土がこんもりと盛り上がりかわいい赤い頭が見えてきます。収穫するまでも目で楽しませてくれます。去年はベビーリーフの種も蒔きましたが５センチほど伸びたところでアブラムシにやられてしまいました。台所で家庭菜園をするメリットは常に生育状況をチェックできるということです。水遣りの時も皿洗いついでにコップで遣れるしわき芽を切ったり間引いたりするタイミングをうっかり見逃すこともありません。夜は明るい室内の電灯があたらないよう覆いをかぶせてやります。外に畑を借りて菜園をしてみたい気もしますが面倒くさがりの私には誰に気兼ねすることなく世話をすることができる台所菜園のほうが性に合っている気がします。ただ台所を通るたびに目に付いて手を出してしまうのでついつい過保護ぎみになってしまいます。,1,,フィリピン留学はお任せ,http://www.cebu21.jp/,1,0
