Post.id,Post.genre_id,Post.title,Post.pagename,Post.menu,Post.content,Post.public,Post.public Keyword.id,Keyword.keyword,Keyword.url,Keyword.visible,Arbitrary.keyword
,1,有酸素運動を継続する習慣,,,ダイエットをするときには食事の内容を改善する事が求められますが、食事だけのダイエットではリバウンドしやすいという欠点があります。なので体全体の筋力をアップさせてカロリーを消費しやすい基礎代謝量を高める体に作り替えることが求められます。その為に、毎日の運動量を高めていくのですが、有効とされるのは腹筋や背筋のような筋トレではなく、負荷の軽い運動です。誰かと話をしながら運動できるような軽い運動となります。これが有酸素運動といわれる方法です。私達が日頃から普通に行っている歩く事が有酸素運動であり、椅子に座っていながら自転車を漕いだりする運動も有酸素運動となります。この少ない負荷の運動を継続できれば、体の中に酸素を多く取り込んで脂肪が燃焼しやすい状態になります。この状態をどれだけ継続できるかがダイエットのポイントになってくるのです。これが分かってからは、ウォーキングをする時間を増やしていますが、歩く時間は目的を持って行動するようにしないと、何かのついでに歩くだけ．．と考えているとやらない習慣になってしまいます。時間やルートを決めて毎日歩く事も有効ですが、同じ景色ばかり見ると飽きるので、目的のお店を見つけて、日替わりで歩いて見に行くなどの工夫が必要になってくると思います。,1,,肥満のカウンセリングはこちら,http://www.medicare-clinic.com/,1,0
,1,にんにくを上手く食事に使っていく,,,癌にならない食品のトップに位置しているのがにんにくです。にんにくを毎日適量ずつ摂取し続ければ、体の中の活性酸素を除去する効果が期待できるため、アンチエイジング効果が高まるのです。体の中の錆びた部分を取り除いてくれるので、癌になる可能性が下がるのです。このにんにくをうまく使った料理を、毎日多くしていくことが望まれます。私の得意料理はステーキです。ロースステーキをフライパンで加熱する前に、適量の調理油をフライパンに入れてにんにくを最初に加熱するのです。すぐに焦げ目がついてくるので、ある程度の色になったらにんにくを取り除いておきます。そこで出来上がったのがガーリックオイルであり、このガーリックオイルでロースステーキを焼くと抜群に美味しいステーキが完成します。牛肉以外にも、鶏の胸肉を強火で加熱してもとても美味しくなります。肉類を摂取するのは体にタンパク質を取り入れる事なので美容にも良い事です。マイナスと考えられるのは脂肪の多い部分を大量に摂取してしまうことです。そのあたりは肉の量を調整したり、脂肪分の少ない部位を選ぶのです。にんにくは、旨み成分の中心でもあるので、魚をフライにするときに衣ににんにくスライスを混ぜ込んでも美味しいことが分かってきました。なので肉や魚などのタンパク質を摂取するときに常ににんにくを使うように心がけています。,1,,健康的に痩せたいなら,http://www.medicare-clinic.com/,1,0
,1,アンチエイジングのために運動と肌のお手入れをしています,,,幼稚園生の子供がいるアラフォー主婦です。周りのママさんに比べると高齢なので、アンチエイジングを始めました。まず、運動不足を解消しようと思い、子供が幼稚園へ行っている間に１時間ウォーキングを始めました。ウォーキングをしていると腹部あたりが引き締まりますし、生活にメリハリがつくのでとてもおすすめです。私のウォーキングオススメ方法は足を思いきり開いてゆっくり歩く方法です。股関節が広がるのを意識しながら、そして最後の足の蹴りのときにはヒップアップにつながるように意識しながらゆっくり歩くことで、有酸素運動をしながらエクササイズ効果があるのです。ウォーキング以外にしているアンチエイジングは、ナノスチームを顔にあてながらマッサージすることです。マッサージはアンチエイジングには欠かせません。私の母が肌が綺麗で、よく周りの人に褒められていたのですが、母の美肌の秘密は毎晩のマッサージにありました。たるみにも効果がありますし、肌がふっくらとします。大手化粧品の美容部員のかたも、「実はマッサージが一番肌にいいんですよ」と言っていたので良質のマッサージクリームを使ってマッサージをしています。マッサージをするとしないとでは、化粧のノリも表情も全然違うので、アンチエイジングの効果があると思います。,1,,肥満による脂肪肝の予防,http://www.medicare-clinic.com/,1,0
,1,ビタミンBの摂取が美肌に良い事,,,肌を綺麗にするために栄養分を十分に摂取していくことが重要ですが、どのような栄養素が必要かと調べたことがあります。最も重要視されるのはビタミンCかと思いきや、皮膚を作り替える栄養分の多くはビタミンBが重要になってくるのです。ビタミンBは、皮膚を作る事、そして髪の毛や爪を作る原料になります。なので私達の体を作る構成要素はビタミンBが必要であると考えて良いと思います。なので、どんな食事のバランスにしてもビタミンBだけは十分に確保する必要があると考えます。ビタミンBが不足すると口内炎ができたり、肌荒れができたり、髪の毛が抜けやすくなったり、目の充血も影響してくるので、見た目が大幅に悪くなってしまうのです。なので美容の基本として考えるべきです。含有量の多い食品を探すと、必ず出てくるのがレバーです。鉄分や亜鉛などのミネラル成分も多く含まれている食品なので、重点的に摂取した方が望ましいようです。その他、うなぎや納豆などの大豆食品にも含まれていたり、卵黄やイワシなどの魚類にも多く含まれています。豚肉にも含まれているので、脂肪分をあまり取り過ぎないように摂取していく事が望まれます。やはりレバーが最も良さそうなのですが、日頃から食べる習慣がないと、どのようなメニューにしようか悩んでしまいます。,1,,肥満の悩みはここ,http://www.medicare-clinic.com/,1,0
,1,発酵食品のチーズで一石二鳥を狙う。,,,美容とダイエットを考えると、発酵食品の存在は欠かせません。中には食べられないぐらいのクセを持つ食品もありますが、食べやすいものを選べば十分効果は期待できます。代表的なのは納豆とかチーズとかですよね。外国ではヨーグルト、パンなんかも発酵食品として考えられていて、日常的に食べる物の中にも沢山あります。どれでやろうかなぁと悩んでいたのですが、身近なチーズでやることにしました。理由はチーズを使った料理などはよくやるので、その延長だとやり易いだろうと思ったからです。チーズはカロリーの高いイメージがあります。中には高いモノもありますが、ちゃんと選ぶと低カロリー高タンパクも実現できる食品です。栄養価が高いのでダイエットにも使えますし、発酵食品は腸のコントロールもしてくれるので、肌荒れの改善に効いたりの万能食材です。なのでチーズを使ってダイエットと美容の一石二鳥を狙って行きます。調べて見ると、かなりの種類があって迷いますが、用途に合ったもので考えるとそれ程ありませんでした。チーズだけでは違うダイエットになってしまうので、普段の食事の中に取り入れていきます。まだあまり体重減少の効果は実感できていませんが、それでもニキビが出来なくなったりとか、便秘にならなくなった等の効果は表れていますね。運動などを取り入れないと痩せてはいかないかも知れませんが、美容効果などを考えるとチーズでのダイエットは向いていると思いますね。,1,,肥満のカウンセリングはこちら,http://www.medicare-clinic.com/,1,0
,1,数々のダイエットの失敗の経験から学んだこと,,,私は若いころ、いろいろなダイエットを実践してきました。夕食を抜いてみたり、たくさん走ってみたり、お菓子ばかり食べてご飯を食べなかったり、どれも極端な方法で長続きはしませんでした。しかもダイエットをすると、どうしてもそればかりに意識が集中しています。できれば短期間でたくさん痩せたい、と思うので、ついつい無理をしてしまったのだと思います。ダイエットをやろうと意気込んで、成功した経験は一度もありません。いつも何か別な事情が重なって、気が付いたら痩せていた、というような方が多いかもしれません。私は学生時代から、体型がほとんど変わっていません。学生時代に細い人は、中年になるにつれて、太ってくる人もいるようです。しかし、私の場合は学生時代から細くはなく、いつも痩せたいと思っていました。気が付けば同じような体型を、もう何十年も保ち続けています。今でも痩せたい願望はありますが、それは学生時代と同じような感覚が、現在まで続いているような感じです。しかし、ダイエットの仕方は大きく変わりました。私も数々のダイエットの失敗を重ねて学習してきた成果でしょうか。ダイエットで大切なことは一喜一憂しないことだと思います。長期的に物事を捉えて、地道にダイエットに取り組んでいくのが良い方法なのではないでしょうか。,1,,健康的に痩せたいなら,http://www.medicare-clinic.com/,1,0
,1,エイジングの年齢になって,,,若い頃は、日焼けなど気にせずに、すっぴんで海に入ったり、普段のお手入れも顔を洗ってその後は何もつけないなどが当たり前の日々を過ごしていました。それから何十年か経った今、その頃怠ったツケが回って来たのだと改めて痛感するようになりました。あの時に、なぜ日焼け止めを塗らなかったのか？なぜ、化粧水や乳液などで肌を大切にしてあげれなかったのか？タイムマシンが存在するならば、あの頃に戻って声をかけたいぐらいの気持ちでいっぱいです。今、マジマジと鏡で顔を見ると、しみが大きくのびのびと存在し、目尻のシワ、ほうれい線のたるみなどが気になっています。でも、昔には戻れない、これからの何十年か、今の状態をどれだけキープできるか？が課題となっています。ダイエットもそうです。若い頃は、何日か食べないだけですぐに何キロも落ちて、着たい服などすぐ着れて、自由利く身体だったのに、今は、同じように食事制限しても、運動しても、キロを落すのが大変で、グラムの世界になってきています。新陳代謝が落ちてきているのも関係あるのは重々承知ですが、年齢を重ねるたびに、色々なダメージを感じてきています。現在は、食事内容にも気をつけ、無理のない程度に運動し、決して無理のないダイエットをしています。大きなしみも、ホワイトニング効果のある美容液などを購入して、これ以上大きくならないように努力を重ねています。今日より明日の自分が綺麗であることを願って、ケアの大切さを学んでいます。,1,,肥満による脂肪肝の予防,http://www.medicare-clinic.com/,1,0
,1,フィトケミカルをチェックする事,,,健康的な食生活を心がけていると、有効なビタミン類やミネラル類をチェックするようになってきます。これらを十分に摂取していくことが健康的な体作りには有効であり、できるだけ毎日良いバランスで食材を使い分けるようにしています。そこで、もう一段階良い食品を狙うようにしていくと、フィトケミカルをチェックする事になります。これは植物に含まれている物質のことでありポリフェノールなどの有効成分を総称した言い方になります。緑黄色野菜に含まれているβカロテンや、トマトに多いというリコピン、その他、ブルーベリーのアントシアニンや、大豆食品に組まれているイソフラボンなどです。特にイソフラボンに関しては女性ホルモンに似た働きをして、バストアップに有効に働いたり、女性らしい体を作る有効な働きが期待できるのです。これらのフィトケミカルを考えた食材選びが有効であり、どの食材にポリフェノールが含まれているのか、ある程度知っておく必要があります。とりあえず使用頻度高めているのが、かぼちゃや人参、ピーマンなど栄養成分が多く含まれている緑黄色野菜です。緑黄色野菜は色がついている野菜という意味ではなく、βカロテンの含有量が一定以上含まれているという野菜類であり、ビタミンAの成分になるのです。,1,,肥満の悩みはここ,http://www.medicare-clinic.com/,1,0
,1,美容は健康のもとに成り立っている,,,年を重ねてくると、健康に気を使ってくることが多くなります。話題も健康の話題が多くなってくるように思います。それは、言い換えればアンチエイジングでもあります。いつまでも若々しい肌でいたい、という願望は美肌につながっていくと思います。また、成人病にならないようにダイエットをする必要もあります。美容は若い時のもちろん必要で願望もありますが、それは何歳になっても変わらず願望としてあり続けるものなのですね。私は若い時は美容は若い人の特権で、中年になったら美容対策は難しくなると考えていました。しかし、実際に自分がその中年世代の真っ只中にいる今、美容は若い時とは違った形で、必要になってきています。今、この年になって思うのは、美容は単に外見だけをキレイにしていくのではないということです。美容の根底には健康でいることがあって、その先にアンチエイジングやダイエット、美肌といった美容方法があるということです。言いかえれば、健康を度外視した美容はあり得ない、ということです。若い時の美容の考え方は、あまり健康を考えていなかったような気がします。ただ、細くなればいい、ただキレイになればいい、というような考えだった気がします。,1,,肥満のカウンセリングはこちら,http://www.medicare-clinic.com/,1,0
,1,アボカドはアンチエイジング効果が高い,,,健康的な食生活を心がけて食材を選んでいくと良い食品を探す事が楽しくなってきます。最近良いと分かったのはアボカドです。アボカドは、日本ではそれ程食べる頻度は高くない食品だと思いますが、外国では毎日食卓に上るような食品なのだそうです。外国のサンドイッチの写真を見てみると、アボカドが出てくる頻度が高かったりします。普通にハンバーガーにアボカドがトッピングされているのを見ると、なんだか不思議な感じがするのです。このアボカドですが、ビタミンCが豊富に含まれているために、肌を健康に保つ手助けをしてくれる食品なのです。そして、血行の流れを促進してくれるビタミンEも含まれているて、抗酸化作用も強力なのです。なので肌のシミやシワから守ってくれる働きがあります。この効果が分かってからアボカドを食べる頻度を高めるようになりましたが、食べるときのコツは醤油だと思うのです。アボカドはレタスやキュウリなどと一緒にサラダを彩る良い食品ですが、マヨネーズやフレンチドレッシングなどの味わいとマッチするかと思いきや、醤油でも食べる事ができます。この食べ方のバリエーションが豊富なのがアボカドの良い所だと思います。最近は、外国のハンバーガーのように、フランスパンで作ったサンドイッチやハンバーガーなどにも使うようにしています。まだ慣れないので美味しいとは思えないのですが、これも慣れなのではないかと思っています。,1,,健康的に痩せたいなら,http://www.medicare-clinic.com/,1,0
