Post.id,Post.blog_id,Post.title,Post.pagename,Post.menu,Post.content,Post.public,Keyword.id,Keyword.keyword,Keyword.url,Keyword.visible,Arbitrary.keyword,
,119,旅先の醍醐味,ryokou,,フィジー旅行に行って気が付いたけど、南国の魚貝類ってあんまりおいしそうじゃないのね。でも南国で重要なのは熱帯魚じゃなくてリゾート気分だから！冬に行っても暖かいし、一年中フィジーにいてもいいくらいにここはすばらしいところ。僕はDNAレベルでフィジーという場所を気に入ってしまいました。ウォーターサーバー伝統の日本てぬぐいの専門店です。オリジナル商品も作れるので、ギフトにも最適です。ヘビーかつマッシブな給湯器が勢ぞろい！超大火力に頑丈！信頼のリンナイ、パロマにノーリツと有名メーカーが目白押し！こんな素敵な給湯器販売サイトがあるのなら、給湯器の爆発に巻き込まれて他界したおじいちゃんに見せてやりたかったなぁ。今なら期間限定で五年保証の工事セットプランがあるので、このチャンスを逃すな！IKEAの通販ショップはコチラ！　　ブロンマにお任せください！カーテンは遮光能力だけでなく、防音の機能も備えたインテリアカーテンがあるんですよ。内容業者とワタリがあるんで、カーテンに関してはちょっとうるさいんですが、壁紙を変えるのが手間だという人はインテリアカーテンに切り換えてみるのもいいですよ。昼間は外の光が、夜は照明がカーテンに反射してお部屋の雰囲気がだいぶ変わります。,1,,吉野川でラフティング,http://www.taoadventure.com/,1,0,
,120,子供の頃から,tabi,,まだ小学生の子どもなんですがニューカレドニアに興味を持ち始めた。どこからそんな南国リゾートの名前を知ったのか不明ですが、去年の夏休みに友達がタヒチに旅行したからだったかな？私は一度も海外旅行に行ったことが無いので、正直不安なんですよ。パスポートもどうやって作るのか知らないし、適当な船に乗っていればそのうちタヒチに行けるのかな？まあタヒチ旅行は子供が大学生になってから一人で行ってもらうことにします。今から10年ほど前になります。子どもを両親に預けて一人でニューカレドニアのホテルに10年間滞在していました。どうしてそんなことをしたかというと今は亡き妻との新婚旅行先がニューカレドニアだったんです。その時の思い出が忘れられず、滞在し始めたらズルズルと10年も居座っちゃったというわけ。帰国後は子供が私のことを知らないオッサンだと口もきいてくれないし、こりゃあまたカレドニアに引きこもるかな？,1,,吉野川でラフティング,http://www.taoadventure.com/,1,0,
,122,探検に行こう！,river,,ムー大陸を研究している僕と彼女とでタヒチまで旅行してきました。学会でムー大陸は完全に無視されていますが、ホンモノの知識人たちはその存在を信じていることはご承知の通りかと思います。タヒチの神秘的な海を見ていたらムー大陸とか正直どうでもよくなって、そのまま彼女とビーチフラッグで遊んでしまいました。ムーの調査はまた今度でいいです。てっきりニューカレドニアがあるのだから旧カレドニアもあるのでは？というありがちな疑問を解決すべくニューカレドニアの砂を踏みに行きました。現地の長老にご挨拶しなければと散策していたら迷子になって焦りましたが、山籠もりの経験を活かし脱出。結局海で遊ぶ予定もカレドニアの謎も解決できませんでしたが、ここにはきっと何かがある…それがニューカレドニアですね。,1,,吉野川でラフティング,http://www.taoadventure.com/,1,0,
,99,沖縄旅行,,,沖縄出身の知り合いと一緒に沖縄旅行に行きました。さすが現地の人だけあって沖縄事情には詳しかったですね。沖縄は太陽光発電が盛んで、お前もせっかく沖縄に来たのなら絶対見て行けと…。なんでそこまで太陽光発電に執着していたのか分かりませんが、太陽光発電の家は多かったように思います。発電パネルの前で記念写真したり、体験コーナーに参加したりで結構楽しかったんですけどね。骨董が趣味の爺さんでしたが、死んだ後に鑑定してもらうと全て偽物。二百以上あったのに一つも本物がなかったというのはある意味才能だと褒めていましたよ。鑑定料もかなりかかりましたが、まあゴミと分かっただけでも儲けものです。横浜の粗大ゴミ業者に連絡して、片っ端から捨てに行ってもらった。母はゴミだか価値のあるものだか判断できないのも関係なしに不用品回収に出してしまえと言ってましたが、それはちょっとねぇ。,1,,吉野川でラフティング,http://www.taoadventure.com/,1,0,
,100,ニューカレドニア旅行,,,沖縄とニューカレドニアの海ってどっちがきれいなのかな？と彼女が聞いてきました。沖縄は彼女と一緒に行ったことがあったので、まあいい勝負じゃね？と適当に応えたら彼女が怒り出しまして。面倒くせーなーと思いつつ、君の方がきれいだろ、とかさらに適当なことを言ったらもっと怒られました。妹が言うにはニューカレドニアに連れて行ってほしいのを遠まわしに言っただけだとか。わかんねーよ。海で泳ぎたくなっちゃうときって日本人ならありますよね。僕も丁度そんな気分で海に行きました。一面に広がる砂浜はまさにリゾートそのもの！青い空に人もまばらという好環境。こりゃあ泳がなくっちゃ男じゃねえ！と服を脱いで海に飛び込みましたが季節は真冬。一瞬で体が動かなくなり救急車を呼んでもらいました。常夏の南国リゾートビーチに行きたいよ。,1,,吉野川でラフティング,http://www.taoadventure.com/,1,0,
,102,付加価値のある旅行,,,何か付加価値を付けないと物が売れない時代ですよね。 シンプルな製品が好きなんですが、これ以上機能を付けるのに限界があるコンタクトレンズはどうやって進歩させればいいんだろう。 中学に上がってからコンタクトレンズを使い始めて、今は安い時だけ薬局で買って、あとは原則通販を利用している。 一度テレビ番組でコンタクトレンズの製造工場の様子を見たことがあるけれど、一本のプラスチック棒を切断して作るんだよね。 金太郎あめみたいに切り取った素材はボタンというらしくて、これを削ってあの皿みたいな形状を作っていく。 しだいに細かく丁寧に研磨を続けていって、最後は液体に浸し多くの検査に合格したらようやく完成です。 製造工程を見ていて、いったい誰がこんな作り方を考え出したのかすごく気になりました。 製造機械は大本をたどれば当然どこかの誰かが設計して、部品を作って組み立てたわけですが、そのアイデアはどこから出てくるのやら。 世の中には数多くの天才がいますが、そういった一部の天才だけでなく、その辺を歩いているオッサンの中にも才能あふれるすごい人がいる。 いつかはそういうすごい仕事を淡々とこなすかっこいいオッサンになりたいよ。二人の大事なハネムーン、失敗したくないなら、美しい海に囲まれたニューカレドニアを旅行先に決めましょう！世界遺産となった珊瑚礁や眩しいほどに白いビーチを楽しみ、甘い時間を過ごしませんか。こちらの会社では式場映えするオリジナルのウェルカムボードを作ってくれるので、結婚式に演出を加えたいカップルにはピッタリ！映画のようなロマンティックなボードやオブジェなのに、スチロール製で持ち運び・取扱いが簡単というのも利点の一つです。 ○ウェディング　ブーケはこちらhttp://preneige.cside.com/page080.htmlドレスに合わせて、素敵ウェディングブーケを選びましょう。,1,,吉野川でラフティング,http://www.taoadventure.com/,1,0,
,48,紫外線に注意！,,traveler,夏は、紫外線が最も強い期間になります。日焼け止めクリームだけでなく、食事からもダメージを減らしケアをする必要があります。日焼け止めクリームは1時間に1回塗り、スプレーなら3～5時間後に頭から足のつま先までやり日焼けを防止する必要があります。特に旅行や楽しい時でもケアは忘れてはいけません！ 空調による乾燥・紫外線によるダメージを放置しておくと、年を取ったときに、紙がパサパサ・乾燥肌などになってしまうかもしれません。ダメージを受けたら、癒して上げることが大事になってきます。食事とか家電を使い身体を癒し、少しでも潤いをあげること日頃から忘れなければ良いでしょう。まずは、日頃の食事ですよね。ミネラル・ビタミン・タンパク質を平等に摂取し、元気な夏を過ごしましょう。細かいことは今度説明します。お楽しみに(・∀・),1,,吉野川でラフティング,http://www.taoadventure.com/,1,0,
,57,1人旅行の素晴らしさ,,ryokana ,家族・仲間同士で行く旅行も良いですけど、一人で行く旅行も良いですよね。一人旅行と言ってもリフレッシュと言う名の「傷心旅行」の方や体を癒す旅行など人様々な旅行があると思います。恋愛に敗れた傷心旅行とか・・・・・寂しそうですなぁ。それよりも旅行などで心が癒されるのだろうか？？まぁ旅行は人それぞれの目的があるので良しとしよう。しかし、最近では女の一人旅だとホテル・宿に止めてくれないケースがある場合があります。男の一人旅なら、どうかと言われるとわかりませんが、だいたい同じだと思われます。ホテル・宿などで自殺などされたら困るということなのでしょう。話を戻して、一人旅行は自分一人なので行きたいところに行けるのがお得ですよね。団体だと行きたいところに行けなかったりして悔やまれることがあるかもしれません。一人旅行なら、北海道に行き名物のカニ・ウニなどを食べるも良し・沖縄に行って水族館に行くのも良いでしょう。夏は北海道・冬は沖縄！行きたい(^;^)仕事ではともかく楽をしたいから極力面倒なことは起きないようにしています。得に今から将来の夢を考えておくといいだろうなと思っています。昔からタクシーに乗りたくてしかたがないので、勉強しなおしてきます,1,,吉野川でラフティング,http://www.taoadventure.com/,1,0,
,52,ヨーロッパよりも,,buildinga,海外旅行に行くのならツマランヨーロッパよりもフィジーでしょう。サーファーを目指していたこともあるのでフィジーには何度も旅行したことがあります。大抵どこからでも海が見えますし、塩水ですからプールよりも浮かぶんですよこれが！海はとっても広いから泳ぎ放題ですし、しばらくフィジーの海に潜っているとまるで原始生物になったかのような感覚になれます。海に行ったことってありますか？日本は海洋国家ですが、フィジー旅行で見たフィジーの海は日本のそれとはまた違った魅力があります。海の良いところは水がしょっぱいこと。露店で食べ物を買って塩が足りないときは海水をかければしょうゆ代わりにもなる…。これは南国リゾートの裏ワザですので、覚えておいて損はないかと。,1,,吉野川でラフティング,http://www.taoadventure.com/,1,0,
,100,欧米人のスタイル,,,海外旅行へ行くと欧米人のスタイルの良さにびっくりしますね。自分も日本人の中ではそこそこ背が高かったり鼻筋が通っていたりしますが、彼らに比べるとどんぐりの背比べ。せめてあのきれいな瞳だけでも手に入ったら勝負になるんですけどね。カラーコンタクトをいくつか試してみようかな。普段利用しているコンタクトレンズの通販でカラコンも売っているし。コンタクトをしていると目が乾くのですが、酸素を通しやすいコンタクトレンズだとちょっとは違うのかな？そもそもコンタクトレンズで眼球を保護しているのだから乾きにくくなってもいいはずなのにね。あまり極端に目が疲れたり痛くなってきたらすぐに眼科に行った方がいいとか。とくに使っているコンタクトがソフトだから、異変に気付いたときは結構ヤバかったりするらしい。,1,,吉野川でラフティング,http://www.taoadventure.com/,1,0,
