Post.id,Post.title,Post.content,Blog.domain
6042,スマックのママ,";私は28歳の女性です。
						
						高校を卒業してから事務の仕事で就職をしたのですが、夜にバイトでやっていたスナックの仕事の方が楽しくて稼げたので、１年ほどで会社勤めを辞めてからずっと夜のお仕事で生計を立ててきました。
						
						スナックに４年ほど勤めてからキャバクラに転進したのですが、その時は本当に稼げました。
						
						ちゃんと数えたことは無いんですけど、年収に換算すると一千万近い稼ぎがあった年もあったんじゃないかと思っています。
						
						でも、キャバで稼ぐには結局お客さんと寝ないと駄目だったり、おしゃべりの話題づくりとかが結構大変だったので、3年ほどキャバ嬢をやってから風俗に仕事を切り替えました。
						
						デリヘルをやっていますけど、無理にお客さんをトークで盛り上げたり（プレイでは盛り上げますけど）する必要がないので、キャバよりは精神的には楽かなと思っています。
						
						シフトもキャバ以上に自由になるので、休みたい時には休めるし、このままデリで仕事をしていれば良いかなと思っています。
						
						そろそろ結婚をしたいのですが、付き合っている男性はいません。
						
						夜のお仕事をやっていると男の本性がわかりすぎてしまって、全然恋愛なんてする気にならないものですよ。",http://tantei-club.xyz/
6041,ベリーダンス衣装に一目惚れ！,"最近「かつら」のようなものが徐々に人気になりつつあります。
			
			
			
			それは「髪の毛が薄い&amp;rarr;キレイ・若く見えない&amp;rarr;外に出るのが嫌になる」なんてことになる&amp;hellip;かもしれにないという現実があると思うからです。
			
			
			
			いつまでも若々しく綺麗でいたいといのは誰もが思うのは当たり前のことでしょう。
			
			
			
			「かつら」と言ってもコスプレみたいな全体的なやつなのか、つむじ・髪の薄さが気になる方は部分的なものが良いと思います。
			
			
			
			全体的なやつのになると色々な種類がでてきます。
			
			
			
			色・長さにより、若くなったり不思議な感じになったりすることでしょう。
			
			
			
			部分的なやつならば、自分にあった髪質・色・もじゃもじゃが選ぶことができ、昔より若く見られることがあるかもしれません！　「かつら」も進化して簡単につけることができるようになりました。
			
			
			
			頭にのせ手ぐしでフィットし、風にも強いと、日々進化しています。
			
			
			
			&amp;nbsp;
			
			
			
			夏はスリムだったのに、冬になると太ってしまいます。
			
			
			
			冬太りというやつです。
			
			
			
			なので、春のうちに食事制限に激しい運動をして、また夏にスリムになるのが私の習性みたいなものでしたが、ある日あることに気が付きました。
			
			
			
			それは、夏はスリムに、冬は太っていますが、どちらも体型に凹凸がないということです。
			
			
			
			夏はたしかにスリムですが、くびれもなければ胸のボリュームもないため、まるで枯れ木のようです。
			
			
			
			冬は冬で、太ってしまっているのですが、まさしくドラム缶体型のようなものです。
			
			
			
			痩せても太っても、結局体型に魅力がないということでした。
			
			
			
			痩せながらも出るところは出ているような、そんなダイエットをしなければならなくなったのです。
			
			
			
			医者に行って、脂肪吸引と脂肪注入を受けることにしました。
			
			
			
			これなら、冬の間たまった脂肪を取り除きながら、胸のほうに脂肪を注入することで、メリハリのついた体型に生まれ変わろうと思います。
			
			
			
			まずは医者と相談をして、それから受けることになると思うので、たぶん春あたりから、新しい私になれそうです。
			
			
			
			&amp;nbsp;
			
			
			
			ベリーダンス衣装のようなキラキラした華々しい衣装を着るために痩せる！",http://hanko-club.co/
6040,ベリーダンス衣装を着るための努力,"冬は乾燥をする時期となっています。
			
			
			
			乾燥する時には、化粧水スプレーをかける方・スキンケアクリームを塗るという方など、人それぞれでケアをする方がいるでしょう。
			
			
			
			化粧スプレーといえば去年は、美容液が入りました！やコラーゲンが入りました！などでした。
			
			
			
			今年は、炭酸が入り、炭酸化粧水に進化しました。
			
			
			
			まだ購入していませんが、いつか購入し、乾燥肌にどれくらい効き目があるのか試してみたいと思います。
			
			
			
			今は、スキンケアクリームがあるから、とりあえずは大丈夫そうです。
			
			
			
			スキンケアクリームも、人それぞれ肌の性質が違うので、試し化粧みたいに、購入する前に試してみると良いかもしれません。
			
			
			
			冬の化粧は、中々苦労しますね。
			
			
			
			痩せたいけど、貧相なボディラインにはなりたくない、つまりどちらも両立したパーフェクトな体型になる、そんなことが可能なのでしょうか。
			
			
			
			そのためには、エクササイズを絡めた長時間の運動に加えて、カロリーを摂りすぎないようにしつつも、胸のためにある程度の脂肪を摂取しなければなりません。
			
			
			
			ただ、一日の限られた時間の中で、長時間の運動をすることはできないし、胸のほうに脂肪が行かないで、ウエストラインが太くなる一方だったりします。
			
			
			
			自分の力だけでは、やはり両立は不可能でしょう。
			
			
			
			どちらも満たすとなると、もう医療機関の力を頼らざるを得ません。
			
			
			
			脂肪吸引で無駄な脂肪を取り除いて、脂肪注入で胸などに集中させる。
			
			
			
			これだけやって、ようやく目標の体形になれるでしょう。
			
			
			
			ただ、なって終わりというわけではありません。
			
			
			
			その体系を長い間維持できるか、今度はそちらが問題になることでしょう。
			
			
			
			太ったらまた脂肪吸引と脂肪注入という考えでは、ただ出費が嵩む一方になります。
			
			
			
			&amp;nbsp;
			
			
			
			どうしてベリーダンス衣装を着ているモデルさんは皆細いのでしょうか。答えはダンスにありましたね。",http://highclass-mansion.asia/
6039,痩せにくいならベリーダンス衣装を買って意識してみましょう,"美容でやはり大切なのは、きちんとした食生活です。
			
			
			
			あとは、安定した睡眠でしょうか。
			
			
			
			体重も気にする人は気にするであろうポイントです。
			
			
			
			モデルのような綺麗な体型を目指して日々運動や美容関係の食事をしているに違いないでしょう。
			
			
			
			そこで、役に立つのが美容体重を管理できるアプリです。
			
			
			
			これを使うと、モデル体型までの減らすべき体重を表示したり、BMIも表示してくれる大変優れたアプリとなっています。
			
			
			
			他にも様々なアプリはあるので、自分に合うものをダウンロードしてみてください。
			
			
			
			美容で思ったのですが、白髪が映えると少々ふけて見えることがあると思います。
			
			
			
			そもそも白髪は何で生えてくるのか？という疑問なのです！　髪の毛の根元にある「毛母細胞」の間に割り込むようにメラノサイトが色をつけています。
			
			
			
			それが、ストレスや生活習慣などにより白髪がはえてくるのです。
			
			
			
			遺伝子・年齢により生えてくる場合もあります。
			
			
			
			予防としては、銅・亜鉛を含むものを食べることです。
			
			
			
			ジュースやお菓子が大好きだった私が痩せられたのはベリーダンスのおかげです。可愛いベリーダンス衣装を見て、それを着こなしたくてダイエットしてました！",http://pimple-juku.co/
6038,きらきらしたベリーダンス衣装を着たくて…,"最近思ったのですが「乾燥肌」というのは、どうやったらなりはじめ、そして解消されるのか考えることが多くなりました。
			
			
			
			だから秋・冬は嫌なんだよ(/&amp;omega;?*)朝はツルツル・お昼にはカサカサ・夜には、もっとカサカサ！なんていう日もあるので困るものです。
			
			
			
			そこで原因と解決方法を調べ、自分磨きをしたいと思います。
			
			
			
			まずは原因です。
			
			
			
			?遺伝子&amp;rarr;親からもらった遺伝子に乾燥肌があるかもしれません。
			
			
			
			?外気の乾燥・湿度の低下&amp;rarr;水分を補給しても乾燥した空気で蒸発していく。
			
			
			
			?ストレスなど&amp;rarr;睡眠不足・疲労・ストレスなどは、血液の循環を悪くし肌荒れがおきる。
			
			
			
			?食事バランス&amp;rarr;きちんとした栄養を補給しないとうるおいが減る?新陳代謝の低下&amp;rarr;古い角質が残っているとカサカサの原因に！！　この5つが原因だと思われます。
			
			
			
			解決方法は、きちんとした生活・必要な栄養を摂取すると肌が喜んでくれます。
			
			
			
			ベリーダンス衣装はキラキラしていて子供の頃からこういうのが好きだった私にはたまらないです！お腹がぽっこりしないように維持しながらダンス、続けます！",http://i-omajinai.info/
6037,ベリーダンスって何？,"洋服は基本の人ならばMとかLサイズで入るのですが、ちょっと体型が良い人だど「3L」とか「LL」しか入らないという方もいます。
			
			
			
			そこで便利なのが、「LL」「3L」専門店です。
			
			
			
			そこは大きいサイズのみが販売されているので心配しないで洋服を購入することができます。
			
			
			
			「大きいサイズでデザインが微妙なのではないか」と心配される方もいると思いますが、可愛いデザインも置いてあるので大丈夫です。
			
			
			
			普通サイズを着てみたいという要望があれば、何キロか落とすか・ゴム製の洋服を購入し着ることができたらGOODでしょう。
			
			
			
			洋服は、自分をアピールできるものなので、好きなものを着れば良いと思います。
			
			
			
			しかし、無理して着ると、多分体によくないので、無理は禁物です！
			
			
			
			以前から憧れていたベリーダンスの衣装に初挑戦♪",http://water-favorite.co/
6036,ベリーダンス衣装を着るために！,"化粧品では色々な効果があるのを販売していますよね。

&nbsp;

ニキビ・シミ・そばかすなど隠せるようになりました。

&nbsp;

他には、目のクマを消すことができたりするのも販売しています。

&nbsp;

目の下にクマがあると、-10歳老けて見えるので良いことはありませんね。

&nbsp;

そこで今回は、「クマ」をテーマに書きたいと思います。

&nbsp;

クマができる原因はたくさんあります。

&nbsp;

①寝不足が続きクマができる②目のこすりすぎ③冷え性 などの理由があると思われます。

&nbsp;

調べてわかったのですが、クマにも色々な種類があるようです。

&nbsp;

紫がかったやつ・少し茶色がかったやつ・目元のしたが「ぷくっ」とふくらみ、影ができる・目のしたがくぼみ、さらに「ぷくっ」とした袋状のものができ、老けて見える という4種類がありました。

&nbsp;

私は、紫がかったタイプで「冷え性」「睡眠不足」「パソコンを使う仕事をしている」「ストレスを感じてる」にあてはまるようです。

&nbsp;

老けて見えるのは誰でも嫌と思うので、すぐに直したい方はお医者さんへ(^-^)

&nbsp;

&amp;nbsp;

&nbsp;

ダイエットをしようにも、運動する時間はなかなかありません。

&nbsp;

食事制限をしようにも、子供と旦那の前でそんなことをしては、心配をかけることになりそうなので、できません。

&nbsp;

一人の時間にエクササイズでもしてみようかと思いましたが、普段の家事と育児で疲れているため、やはり挫折してしまいました。

&nbsp;

このままでは、太ったままになってしまいます。

&nbsp;

家庭円満なので、幸せ太りともいえるかもしれませんが、私個人としては、なんだか気になって落ち着きません。

&nbsp;

友人に相談をしていると、脂肪吸引というのを知ることが出来ました。

&nbsp;

皮下脂肪を機械で吸引して、痩せるということだそうです。

&nbsp;

脂肪を吸うだけで痩せるのかは、いまいち疑問でしたが、少しでも痩せられるなら、やってみようと思いました。

&nbsp;

脂肪吸引は、やはり病院でやっているとのことなので、友人に紹介してもらって、今度相談しに行ってみようと思います。

&nbsp;

なので、今から病院に行く言い訳を考えておかないと、家族に心配をかけそうです。

&nbsp;

&amp;nbsp;

&nbsp;

今は太っているけれどベリーダンス衣装を着るためにフィットネスを欠かしません！",http://kyaba-gogo.xyz/
6035,毎日筋トレしている理由はベリーダンス衣装にありました,"「寝ながらできるダイエット」「寝ながらできる美容」など興味が惹かれるタイトルが時々あるかと思います。
			
			
			
			内容は、役に立つ効果・やり方など情報がたくさん書いてあります。
			
			
			
			これが自分に合うか試す人も、いやいやと思う方もいるでしょう。
			
			
			
			私は、とりあえず3日やって合わないと感じられれば「ポイッ」とします。
			
			
			
			ダイエットも良いのですが、やはり美容のほうが人生の3番目に大事ですよね。
			
			
			
			睡眠をしてるだけで美容が手に入るとか、こんなにおいしい話はないでしょう。
			
			
			
			確かに睡眠は大事だと思います。
			
			
			
			睡眠している間に皮膚が新しくなったり、疲れを取るなど身体に良い効果をもたらします。
			
			
			
			?快適な睡眠?　・ラベンダーやゼラニウムなど落ち着く香りの入浴剤を入れ、入浴する(寝る3時間まえ)。
			
			
			
			　・寝る直前の筋トレ・機械をいじらない(筋肉が活発に動くため目が冴える)　・靴下や腹巻をし体を温め、軽いストレッチをする。
			
			
			
			　などすると快適な睡眠間違いなし！
			
			
			
			筋トレするには何が最適なのだろうか‥・やっぱり楽しめるダイエットが一番ですよね！オススメはベリーダンス衣装を買ってしまうことです。",http://mastsugeekusute-club.co/
6034,ファッションは楽しみ,"男からすると、どうして女性はすぐに髪を染めてしまうのかが謎で、海外の人たちからもその理由が分からないと言われている。 それとなく姉に聞いてみると、髪が黒いとモッサリした感じになってしまい、それがダサいという理由らしい。 それ以外では、みんながやっているから自分も染めるというのが理由としてかなり大きいようだ。 洋服自体が日本人の体形や髪の色に合わないから、それに合わせて茶髪にするっていうのは一番納得のいく説明だったかな。 自分が小さい頃は、髪を茶髪にしている人はほとんど見かけなかった記憶があるので、割と最近から染める人が増えてきたんだろうね。 ヘアカラートリートメントなどは白髪染めとしてしか見ていなかったのが親の世代。 今ではむしろ黒髪の女性の方が珍しい気もするなぁ。 茶髪はもうあたりまえとしても、金髪にする女性ってのはさすがにほとんど見ない。 ファッションの一環として染めるにしてもそこまではやりすぎという認識があるのかも。 あと数十年もすれば、茶髪の年寄りが渋谷や下北沢の街を闊歩するようになるのだろうか。 盆踊り大会ではチャラチャラした格好のジジイとババアが音楽に合わせてヒップホップやるとか、 老人ホームでもメールをカチカチ打ってるだけで全然会話しない空間だったら嫌すぎる。 今でこそ、そういう他人との意思疎通を積極的にとらない対人関係を否定するわけですが、 案外未来では他人に干渉しすぎないことこそが思いやりのある人間という考え方になるかもしれない。 ドラえもんだとか、未来を題材にした漫画だと、未来人って全身タイツみたいな恰好をしているが、あれは何を想定してるのかしら。 服装を洗練していくと、たしかにかざりっけのない恰好になっていくのは分かるけど、いくらなんでも全身タイツとかはないだろ。 いくらイケメンや女優が着たとしても、全身タイツを着こなせるのはとんねるずくらいだわ。 そもそも全身タイツってのは服屋で見たこととかないし、あれを製造している工場が世界のどこかにあるんだよね。 熟練した職人のオッサンが実際に着てみて、出来が悪いと引きちぎって捨てるとか&amp;hellip;。 ユニクロだとかで、スポーツ用の服では機能性の高い素材で作られた製品が売られているよね。 シルキードライだったか、よく覚えてないけれど、そういうのがもっと進歩していけば、最終的に到達するのがモジモジ君ってわけだ。 ダサい服も外で着るのは無理でも自宅だったら問題ないし、パジャマだってそれ着て外に出るのは抵抗あるけど家の中なら余裕だしね。 素材の進歩は今後期待できるとしても、デザインに関しては、その良し悪しを決めるのは大衆ということになる。 世界的に有名なデザイナーの作った服を紹介するイベントは有名だけど、あれってどうしてみんな変な格好してるのかな。 コミケ会場のコスプレイヤーですらドン引きするような格好しているのに、自分は世界一カッコイイと確信した表情のモデルさんって憧れるわ。 あの手の作品というのは、絵画で言うところの抽象画と同じようなものだと考えればいいんだろうか。 変わった服を見て、審査員が内心笑いを必死で我慢しているのかどうか、一度聞いてみたいものだ。
			&nbsp;",http://antiageing-fan.xyz/
6033,安くてもおしゃれでかわいい服は沢山！,"ブランド品のお洋服も良いけれど、シーズンごとに流行するものは
			
			
			
			変わっていくので、１シーズン着たらタンスの奥に眠ってしまう
			
			
			
			という服も案外あったりします。
			
			
			
			&amp;nbsp;
			
			
			
			できるだけコーディネイトする際は、安いものを
			
			
			
			上手く組み合わせてコーディネイトするように工夫します。
			
			
			
			&amp;nbsp;
			
			
			
			ネットショップではサイズが合わないこともありますし、思っていた
			
			
			
			色と違うな・・なんていうこともあるため、できるだけ店頭で
			
			
			
			商品を見て買うようにしています。
			
			
			
			&amp;nbsp;
			
			
			
			よく行くのはユニクロやGUなどになりますが、この場合は
			
			
			
			買った服をそのまま使わず少しリメイクして着ます。
			
			
			
			そうすれば誰かとかぶってしまった！という時でも、まったく同じ
			
			
			
			にはならないからです。
			
			
			
			&amp;nbsp;
			
			
			
			あとはSサイズがあるというのもユニクロやGUを利用する理由の１つです。
			
			
			
			&amp;nbsp;
			
			
			
			他によく行くのが、しまむらです。
			
			
			
			昔のしまむらと言えば、おばさん向けの商品が多いイメージでしたが
			
			
			
			最近はすごくおしゃれなものが増えています。
			
			
			
			種類も本当に豊富で、サイズ展開は多くはないですが、大抵がMサイズです。
			
			
			
			流行のモノも沢山あるので、買い物に行くとついつい色々購入して
			
			
			
			しまいます。
			
			
			
			服だけではなく、小物類も購入できるのが嬉しいです。
			
			
			
			&amp;nbsp;
			
			
			
			あとはイオンやヨーカドーさんなどの大手ショッピングセンターで
			
			
			
			購入するものも多いです。
			
			
			
			&amp;nbsp;
			
			
			
			安いものでも工夫次第でおしゃれに着こなせますし、流行の
			
			
			
			ファッションも楽しめます。
			
			
			
			&amp;nbsp;
			
			
			
			ブランドのように見えてしまう洋服だって沢山ありますよ。
			
			
			
			&amp;nbsp;
			
			
			
			上手に組み合わせて、全身１万円コーデ、挑戦してみてください。",http://kabarai-street.com/
6032,やっぱり欲しいギンガムチェックアイテム,"ここ数年流行のギンガムチェック。
			
			私も何点か持っています。
			
			春に活躍したのは長袖シャツとレギンスパンツ。
			
			季節が変わるとその季節に合ったものがやっぱり欲しくなるのですが&hellip;
			
			長袖シャツを持っているのに半袖のシャツを買うのと、レギンスパンツ（10部丈）を持っているのにカプリパンツを買ったりするのはどうなんだろう！？とさすがに悩んでいます。
			
			色を微妙に変えてみようか、いっそのことシャツではなくチュニックを探してみることにしようかと悩んでいます。
			
			それでもやはり１つの季節に１アイテムは欲しくなってしまうギンガムチェック。
			
			まんまと流行に踊らされていますね。
			
			ここに靴やワンピースまでギンガムチェックものが欲しくなってしまうと
			
			「あの人いつもチェックだね&hellip;(笑)」と言われやしないかと気になるので必死に自粛しています。
			
			そしてびっくりだったのは、ギンガムチェックのレギンスパンツを最新のオシャレをしているとばかりに履いているとアラ還の母に
			
			「昔流行ったわぁー」
			
			と言われてしまったこと。
			
			更に、物持ちの良い母のタンスから出てきたのはギンガムチェックのサブリナパンツ！
			
			「流行って繰り返すのよ。」
			
			とドヤ顔でそのサブリナパンツをさらっと履いて出かけていった母。
			
			そういえば私が学生時代から流行に振り回されてブーツの先が丸いのや尖っているのやらあれこれ流行について熱く語っていても
			
			「そういうのは繰り返すから、ひとつ持っておけばそのうちまた流行るわ。」
			
			と言っていたなぁと思い出したのでした。
			
			今あるチェックアイテムも、いつか私の娘世代で大活躍するのかもしれないですね。",http://royaljelly-biyou.xyz/
6031,バスツアー,一風変わったツアー旅行は色々とありますが、皆さんにも一番馴染みがあるのはミステリーツアーではないでしょうか。テレビなんかで取り上げられているミステリーツアーと言えば行き先不明のバスや電車に乗って目的地が明かされないまま出発し、到着するまでに何処に向かうのかを出されたヒントなどを元に推理したりして楽しむ形態のツアー旅行ですが、それだけがミステリーツアーではないようです。ホテル等の宿泊施設へ向かう最中、または宿泊先のホテルを使い、俳優によるミステリー劇を行って犯人や犯行に使われたトリックを解明するサスペンス要素を盛り込んだタイプや、旅行先の様々な場所にチェックポイントを設けそれらのポイントを巡りながら謎解きをしていくアドベンチャー要素を盛り込んだタイプ、ツアー客の中に俳優が紛れ込み、それが誰なのかを捜索するタイプといったイベント型のミステリーツアーも1990年代から行われ、「名探偵コナン」や「金田一少年の事件簿」といったミステリー漫画とのコラボレーションもされているそうです。いつもの旅行とは一味違う、謎に満ちた不思議な旅。皆さんも参加してみてはいかがですか。,http://office-store.net/
6030,テーマパーク,"旅行は好きなところに行くのが良いですよね。というわけで今回は私が好きなテーマパークについて書きたいと思います。まぁテーマパークと言っても色々ありますが、富士急・ユニバーサル・ディズニーとか色々あります。泊まるなら1泊2日とかベストです。一日ゆっくりして次の日に沢山遊ぶとか。夏は、太陽の日差し・30℃以上の気温が襲ってきます！ そこで暑さを吹き飛ばすには、お化け屋敷とか水を浴びて体温を下げるしかないのです(・&amp;forall;・)例えば&amp;hellip;廃墟の病院を使った迷路は、迷うと最高1時間迷います。お城の前で水に濡れる・水をかぶるアトラクションに乗るとかするのも良いですよね。 私が一番良いと思うのは、水を浴びることですよね。一泊止まって次の日には違うテーマパークに行く&amp;hellip;夢だな。泊まれる人が羨ましい。頑張ってお金貯めて頑張ろう！",http://lovery-color-contact.info/
6029,産地のもの,"&quot;本場のバナナを食べたいと思ったのですぐさまフィリピンのリゾート地まで行ってきた。バナナといっても日本で流通しているような物だけでなく、オレンジ色のバナナもあるんですね。いつか自宅の庭にバナナの木を植えて、いつでもおいしいバナナが食べられるようになるといいなぁ。フィリピンに別荘を購入して毎日バナナを食べるのもリッチでいいかもしれないな。
丁度社員も40人だったから、上手く貸し切りバス一つで旅行に行けることになった。行先は草津とか沖縄とかいろいろ考えたが、社長がどうしてもハワイに行きたいとか無茶を言い出した。水陸両用のバスなんて聞いたことないし、結局社長だけ一人でハワイに行ってもらいましたよ。僕たちは貸し切りバスで楽しく温泉めぐりの日本一周旅行！社長へのお土産は変なキーホルダーでいいか&hellip;。&quot;",http://mudage-bye.asia/
6028,夏は夏の楽しみ,"&quot;夏といえば、プールとか山・海が定番ですよね。
た、ライン下りとかして涼むのも良いでしょう。
この前は、ライン下りをしてきて楽しかったが気温が暑かったので日焼けが気になることが多かったですね。
まぁライン下りは、置いといて夏なら海に行く人が多い時期です。
私は一度も行ったことはありません。
海で良いところは、BBQができ・マリンスポーツが楽しめたりするところです。
BBQができる場所は、全国で7ヶ所ぐらい/マリンスポーツができる場所は、全国で7ヶ所程となっています。
ほかはホテルが近いとか海が快適ぐらいですかね。
食べながら海を満喫する、これほど幸せなことはないでしょう。
マリンスポーツも、ダイビング・水上スキーなどがあり、どれも海の美しさ・水温を体感できるスポーツです。
ダイビングだと、海の中にいる魚介類に触れ合うことができ、他にも外国ではイルカと泳ぐこができるみたいです。
旅行先でつい購入したヘラクレスが可愛くてしょうがありません。ヘラクレスとは独特のフェロモンをだすのかもしれませんね。&quot;",http://haken-job.info/
6027,高尾山に登山,"家でごろっごろするのは楽しすぎるけれど、そんな中毒性の高い過ごし方よりも旅行に行った方が健全ですよね。 秋くらいになるとやっぱり紅葉を見に行くのが好きで、高尾山まで日帰り旅行に行ったことが人生で一度だけあったりなかったり。 近場で済ませてばかりだと財布が踊りだすので、どこかでお金を使ってやろうと格安航空券で国内のモグラ穴観察の冒険旅行に。 モグラというとやはり農作物の被害という話が有名で、本気でモグラを全滅させようとしているおじさんを見たことがあります。 旅行してみて気が付いたんですが、東北には雪が積もっていて、モグラの穴が見つからないんですよね。 そもそも寒い地域にモグラがいるのか、あるいは穴っぽいものがあっても果たしてそれはモグラの穴なのかわかりません。 今度行くとしたらスコップでも持って行って、あちこち掘ってみたいね。 モグラを掘り起こすと凄い勢いで逃げ出すらしくて、どんな反応をするのか楽しみ。 なわばりを追いやられて地上で餓死するモグラというのもぜひ確認してみたいところ。 東京でもモグラはいるのかもしれんが、モグラをみるとしたらやっぱりANAの格安航空券で本場のモグラを見に行きたいわー。

&nbsp;",http://i-omajinai.info/
6026,ロマンチックな横浜,"&quot;港町ってデートスポットって雰囲気がありますよね。

横浜で格安結婚式ができると知って私たちは即決で決めました。

こんな横浜みたいなロマンチック丸出しのスポットで結婚できるなんてブライダルの神に愛されすぎ私たち&amp;hellip;。

格安ということで、親からもらった結婚式のお金は新婚旅行に沢山回せそうですよ。

とりあえず結婚式場選びは自分の地元からだね。

ってことで大宮の結婚式場費用をネットで調べたり、結婚式場の見学予約をしました。

結婚式は葬式みたいに絶対失敗できないってほどじゃないが、上手くやりたいもの。

多少予算がオーバーしてもいいから、最良の結婚式場で最高の結婚式を挙げられるといいなぁ。",http://tel-charges.xyz/
6025,プライベートでもホテル,仕事だけでなく、プライベートでも、いつもホテルにお世話になってます。最初にお世話になったのは、出張の時でした。出張先が手続きのミスで、会議の予定や資料の作成、宿泊施設の手配をしていないなどの連絡があり、今日の出張は明日に延期となりました。家に帰ってもよかったのですが、先に出張ということを伝えていたので、誰もいない状態になってました。仕方がないので、近くのホテルに宿泊して、一夜を過ごしました。この時のホテルに、まだまだお世話になろうとは・・・。次にお世話になったのは、結婚した後のことです。新婚旅行の予定を組んで、さあこれからというときのことでしたが、旅行先が大荒れで飛行機が止まってしまいました。こちらは晴れていたのに、なんだか納得ができませんでした。結局新婚旅行の予定は台無しになり、お金は後日払い戻しになるとのことで、しかたがないので別のところに、普通の旅行の扱いで行くことになりました。先に送ってしまった荷物が帰ってきていないため、どれも買いなおす羽目になり、余計な出費となりました。しかも買ったら買ったで機嫌が悪くなってしまい、実家に帰ってしまいました。結婚早々にして、さっそく危機を迎えていました。実家に訪れにくいため、またホテルでお世話になり、朝まで悩んでました。このことは、いまだに根に持たれています。最近お世話になったのは、この間の台風の時でした。出張の帰りに台風に会い、今度は帰るに帰れない状況でした。どうにか空港までたどり着きましたが、これ以降は行くにいけませんでしたので、会社に連絡を取って、またホテルでお世話になりました。,http://camera-pasya2.co/
6024,日本の自慢,"&quot;日本に住んでいる自分が言うのもアレですが、タヒチの海は広い！地元も一応海があるのですが、真夏は人が多すぎて何しに来たか分からなくなる。
そこへ来るとタヒチの海は、場所さえ選べば静かなところが多いし、彼女と二人で行くのなら最高の場所。
新婚旅行の場所でタヒチを選ぶカップルが多いのはそういう理由があるのでしょう。
ニューカレドニアでの旅行はちょっと苦い思い出があるぜ。
俺の本気泳ぎを披露して差し上げようと競泳パンツで泳いでいたら彼女がどこかへ行ってしまった。
一人で泳いでばっかりでつまらなかったらしい。
俺としてはニューカレドニアのきれいな海を見たらつい河童としての本能が目覚めちゃった感じなんですよね。
彼女とはその後仲直りできたのですが、ニューカレドニアに来たら泳ぎ過ぎないように注意！&quot;",http://highclass-mansion.asia/
6023,海外旅行,"&quot;海外に旅行して、その国を気に入り永住してしまう&hellip;。たまにありますが、ニューカレドニアに行った会社の先輩がまさにその典型例。会社員になる前はプロサーファーを目指していたから、カレドニアの海を気に入ったんでしょうね。向こうでは漁師をしながら一生波乗りをして暮らすんだとか。どんだけ波が好きなんだと笑う人もいましたが、カレドニアの魅力を考えると仕方ないかな？プロポリスはブラジル産が一番人気らしいです。
会社で広島の牡蠣を焼いて食べたのですが、僕の分だけありませんでした。悔しくなって、自宅のパソコンから本場の生ガキを注文。ひとりひとつとかせこいこと言わずに一人で15個は食べましたね。もう当分牡蠣を食べる気がしないくらいに腹いっぱい食べましたよ。スーパーで買う牡蠣と比べて鮮度が違うし、今度牡蠣を食べるとしたらここから買うことにします。&quot;

&nbsp;",http://ofice-job.asia/
6022,中華街でデート,"始めて彼女とデートをしたのはありきたりですが横浜の中華街でした。ピータンが好きな彼女はお土産に30個くらい買って田舎の両親に送ったらしい。僕はピータンよりも横浜の格安結婚式プランの方が気になっていて、最初横浜に来た時から結婚式場をひそかにチェックしておいたんですよ。格安の結婚式ができるところはいくつかありますが、バイトの先輩から教えてもらったここが良さそうですね。
結婚式なんてよほど浮かれた奴にしか興味がないだろうと考えていましたが、今では大宮の結婚式場の費用を調べたりしています。彼女のふるさとが大宮みたいで、どうせ結婚式場を選ぶのであれば大宮が良いみたい。僕は彼女と結婚式を挙げられさえすれば結婚式場にこだわりはないのですがね。結婚式の費用は多少親が手伝ってくれるのですが、自分たちの結婚式だし出せるだけ実費で出したいですね。

&nbsp;",http://sports-land.xyz/
6006,不動産の資格,"ビルを管理していて、二回ほどペンキを塗りなおしたけれど、中身はボロボロ。ビルの大規模修繕ってどこまでやれるんだろうか？今更取り壊して新しく立て直す余力はないし、まだあと数十年は残っていてもらいたいしね。大規模修繕をすればビルの価値も高まるし、それを狙って工事してみるというのも一つの手段かな。しばらく前から地震の回数が多くないですか？実家はかなり古いので、地震が起きるたびに天井の建材がぱらぱら落ちてくるのが嫌ですね。祖父もこのワシにプレッシャーをかけるボロ屋はいったいどうしたらいいんだ！？と困り顔&hellip;。母も不安そうにしていたので、今週末大規模修繕の建築業者さんにあちこち補強工事してもらう予定でいます。

			&nbsp;

			不動産は家やマンションを紹介するためにあります。しかし、不動産を開くのに土地とか資格とか色々必要なのでしょう。

			資格では、宅地建物取引主任者とかマンション管理士・管理業務主任者など細かな資格が必要みたいです。

			不動産を開くのにも、資格というなの長い道のりが必要なんですね。

			不動産を元々やっているところは、子供があとを継いでくれるかもしれません。子供もあとを次ぐためには、数々の資格を取得し、てから、ようやく営業できます。

			&nbsp;

			資格を取るなら、資格専用の学校に行くか通信で見てもらいながら何ヶ月後に試験を受け資格を取るというのもあります。

			友達が不動産？ 関係の資格を取っていて、勉強しすぎて頭痛がするとか言ってました(&amp;acute;･_･`)本当に欲しい資格なのか不明ですが、頑張った先に達成感を感じることができると思うので、頑張って欲しいです。

			&nbsp;

			&nbsp;

			&nbsp;",http://karimonoservers.xyz/
