Post.id,Post.genre_id,Post.title,Post.pagename,Post.menu,Post.content,Post.public,Post.public Keyword.id,Keyword.keyword,Keyword.url,Keyword.visible,Arbitrary.keyword
,21,流行りの時計買取り,recycle,,"一時期リサイクルのお店がすごく流行っていました。自分の使っていて使わなくなった家具とか電化製品とかをそのまま捨てると処分費も高くてもったいないので、それをリサイクルのお店に買い取ってもらえば処分費もない上にさらに要らない物がお金になるので、それでリサイクルのお店に要らない物を売るのが一時期流行っていました。我が家もちょうど引越しなどをする事になっていた時に、要らない家具などがたくさんあったのでそれを捨てるのも大変なので、近所にあるリサイクルのお店に電話をして見積もりをしてもらう事にしました。しかし、我が家の家具はかなり古かったらしく、買取できないと言われてしまいました。ちょっと前までは何でもすごく安い値段になっても買い取ってくれていたはずなのですが、それがそういうリサイクルが流行って商品もたくさんあるせいか古い家具などは買い取っても売れないのでそうなるとお店が処分しないといけなくなるので、古い家具は買い取らないようにいつの間にかなっていたのです。買い取ってくれる家具は買って3年くらいの家具くらいなら買い取ってくれるみたいです。我が家の家具は確かに良い家具だったのですが、人から貰ったりもしたので既に10年くらい経っているくらいので家具なのでもちろん買い取ってくれはしませんでした。確かに売れないくらいの古い家具を買い取っても仕方ないので私達も諦めて普通にお金をかけて要らない家具は処分をしました。

金属製品を捨てようと思ったら「資源ごみ」か「不燃性粗大ごみ」に分別しなければいけないので金属のごみが出たらとりあえずストックしてしまう癖がついています。シルバーのネックレスチェーンもそれぐらいの気持ちで切れたものを何本も保管していました。ある時、シルバーも貴金属であることに気づきインターネットで買い取り可能か調べてみたらグラム当たり60円程度ではあるけれどもちゃんと買い取ってもらえるとのこと。数本のチェーンの重量を計ったら、20グラム以上あったのでごみにする予定だったものが1000円くらいになったらラッキーかなという気持ちで近所の買取ショップへ持って行ってみました。店内には、ブランド品や金のアクセサリーなどの買取価格が表示されており壊れたシルバーチェーンなんて場違いかしらとちょっと引いてしまいましたがお店の方は気軽に査定してくれて、結局2000円近い価格で買い取ってもらえました。不燃ごみとして捨てるしかないと思っていたものが結構なお金になり嬉しかったです。捨てる前にちょっと考えてみることも大切だと思いました。
",1,,ROLEXの買取店です,http://www.finegoods-rolex.com/,1,0
,21,冬のためにリサイクル,buy,,冬場のオシャレはたくさんアイテムを揃える必要があるのでお金が無かった学生時代はかなり苦痛でしかなかったのですがOLになった今では本当に楽しく思えるようになりました。ブーツやマフラーやティペットやイヤーマフなど冬のシーズンしか楽しめないフワフワなアイテムや毛の質が良くて手触りが良いアイテムなどは女性をより可愛く見せてくれる存在であるファッションアイテムだと思います。この前冬に備えてオシャレなコートを買いました。コートは安く済ませたいならば好きなブランドの福袋のものを利用していた頃もありましたがラインの綺麗さや生地の縫製や組成を考えるのであれば少しお値段が張っても良い物を選ぶことが大切だと思います。ファッションにおいてはアウターに高いアイテムを活用するようにすると中のインナーが安くてもそれなりに見えることが多いです。またトップスとボトムスの数の比率ですが洗濯をすることを考えたり手軽に印象を変えたい事を考えればボトムスよりもトップスの数を増やしておくようにしたりトップスのカラーバリエーションは豊富に持っておく方が良いと思います。コートやジャケットなどのアウターはブラウスやシャツに比べると比較的長持ちすることが多いですし私はお値段が多少かかっても良い物を選ぶように意識しています。ファッションアイテムはネット通販のセールを活用したりアウトレット施設を利用すると意外と簡単に安く手に入れられることが多いです。,1,,ロレックスを高く買取します,http://www.finegoods-rolex.com/,1,0
,21,高値で売りたい,repair,,リサイクルショップに不用品を売却する場合気をつけておかなければならない点というのがあります。それはあまりにも安い金額で売却しないという点です。自分にとっては不用品なのですからそこまで売却価格にこだわるのは本来ナンセンスです。自分が必要ないものは他人にとっても必要ないケースがほとんどですからそこに価値を求めるのはちょっと虫の良い話です。しかしだからと言って相場の金額よりも安く売却するのはちょっともったいないことだと思いませんか？確かに自分にとっては不用品かもしれませんがそれでもせめて相場通りあわよくば相場以上の売却価格で売却したいと考えるのが普通です。ですからリサイクルショップなどに売却するときにはその売却価格が本当にそれなりの相場に見合った売却価格なのかをよく考慮し売却を決める必要があります。ここ最近はリサイクルブームということなのかリサイクルショップはわりと多く存在していますのでそういったいろいろなリサイクルショップにとりあえず査定してもらい1番高い金額を提示したリサイクルショップに売却を決めるというのも1つのテクニックとして大事なことです。もちろん1円単位で高い売却にこだわる必要はないのですが数百円数千円と変わってくるならばそれなりにこだわってみたほうがお得な売却をすることが可能です。ですのでリサイクルショップを選ぶことがとても大事だと私は考えています。,1,,宅配でもロレックスを買取ります,http://www.finegoods-rolex.com/,1,0
,25,子供服はリサイクル,,,"小さい子どもがいるため子ども服のリサイクルショップはなじみのある場所です。１２シーズン着たらもうサイズアウトしてしまうので子どもの服にそんなにお金はかけられません。周りに一回り大きいお友達もいないのでお古を頂くということがなくだいたい自分で購入する形になっていることもあります。でも最近の子ども服のリサイクルショップはかなり充実していてそれこそバーバリーなどのブランド物もありますし頂き物であまり着なかったお洋服が出ていたりすると状態も良くてかなりお得な感じがします。中古といいながら新品が出ている時もあります。うちの場合は新品を買う場合は主にGAPなどのファストブランドで購入するかラルフローレンなどのセールで再値下げの６０％offくらいの底値を狙って購入しております（笑）ラルフはちょっと高めですが品物がしっかりしているのと着られなくなった後でリサイクルに出せるということが魅力です。自分でヤフオクなどに出品することが多いですがブランド物で状態が良ければまあまあのお値段で売ることができます。売れない場合は何度か値下げをしてそれでもダメな場合は近所のリサイクルショップに持っていきます。リサイクルショップだと買取価格が10円とかの場合もあるので最終手段という感じですが。。。まだ着られる服を捨てるよりましかと思ってやっています。リサイクルショップは売るよりは買うときの方が満足感を得られるような気がします！
",1,,ロレックスの買取り専門です,http://www.finegoods-rolex.com/,1,0
,25,まとめてリサイクルショップへだします,,,私は日々毎日仕事で忙しくまとまった片付けの時間がとれずあちこちにものを仕舞ってしまいあるのに買ってしまったりということが多くものが増える一方でした。同じようなものがいくつか出てきたりしてひとつあれば十分事足りるようなものは処分をしたいと思ってましたが知らずとはいえ買ったものなので捨てるのはもったいないと思い誰かに買ってもらうことが一番だと思いリサイクルショップで売ることに。リサイクルショップもたくさんあってどこが買取額が一番いいかどんなものの買取に力を入れているショップなのかを調べていくと私がよくかぶって集めてしまう健康器具類や雑貨の買取に力を入れているリサイクルショップを見つけました。買い取ってもらうときにはまずは品物の程度がいいこときれいな状態にしてから売りに出すことがコツだとネットで知りました。実際に私も過去に買って使わなくなったフットマッサージャーやナチュラルタイプの飾りなど今の時代なら必ず欲しいという人がいるであろうアイテムを売りに出しました。リサイクルショップはたくさんの人が品物を売りに来ているし今の時代にリサイクルをしてものを大事に使うのには利用するに値するとと思いました。,1,,ロレックス以外の時計の買取ります,http://www.finegoods-rolex.com/,1,0
,12,仕事も整理整頓,poster,,仕事をしていると整理整頓をしないとと思いながらもついつい机の上が書類などを積み重ねたままになってしまいがちです。こんな時はデスク回りも断捨離することが大切です。古い情報の書類やパソコンにすでに同じ内容が保存されている場合などは迷わずに捨てることが大切です。もしくはファイルに新しい順にボックスに縦型収納することが大切です。大切な書類は日付や案件ごとにファイルに保管することがや大切です。コ引き出しは文房具類をメインに収納し無印や１００円ショップの仕切りなどを使えば底が浅いコ引き出しでも収納することができます。仕切りを入れるだけでも収納の達人のようにもなるますし整理整頓が楽しくなるきっかけにもなります。まだ途中の仕事がある場合は「懸案フォルダ」に収納しますと他の書類と間違えることがなく一目瞭然です。書類はやはりＡ４サイズに統一することが大切です。デスク収納をきれいにするにはある法則があります。まず何と言ってもいらない書類は迷わず捨てることが大切です。書類が積み重なっていますと何が大切なのか混乱してしまいます。次に文章の流れを作ることが大切です。つまりフォルダーでの保管が大切です。スペースをあまりとらず見出しガイド付きは何かと便利です。穴を開けないので書類を傷つけることがないので安心です。文書を共有化することが大切です。この３本柱を実践すればどんな人でも収納の達人になることができます。収納ができると自信がつきます。,1,,オフィス移転をすることになりました,http://www.office-ya.com/,1,0
,12,会社のポストの悩み,biz,,私の会社は社員は全部で30名ほどですが、私は支社配属なので事務所には男性3人と女性が私1人の4人だけです。駅近のワンルームマンションの1室で仕事をしています。オフィスは小さいですが、日当たりもよく快適に過ごしています。ワンルームマンションなので、お手洗いが室内に1つというところが少しだけ気になるところではありますが、それ以外はほとんど不満もありません。私は会社内では一番下の立場ですが、他に女性がいないということもあり、先輩達にも優しくしてもらい、のびのび仕事をしています。業務内容的に、個人個人で仕事をすることが多いのであまり会話はありませんが、特に険悪な雰囲気などもありません。友人の中には、女性同士の揉め事などで悩んでいる子もいるので、その点自分は恵まれているなとつくづく感じます。学生の頃は、大きな高層ビルの中にあるお洒落なオフィスでばりばり働きたい！なんて思っていたりした時もありましたが、今になれば、オフィスも人間関係も、こうやってマイペースに仕事ができる環境が一番だな、と思います。会社のポストを開くと投函物でパンパン。会社によっては多数の郵便物が届くこともあるので、そういう会社はけっこう多いでしょう。私の会社はまさにそんな状態で、私書箱を何か所か契約しています。この私書箱が非常に便利でして、手紙やはがきが送られてきても私書箱に届くから管理もしやすい。連日ラブレターが届きすぎて困っている人にもお勧めですね。,1,,オフィス移転のノウハウです。,http://www.office-ya.com/,1,0
,5,医療関係に従事,,,"
上の世代が無茶ばかりしたせいもあってか、税金の配分の少なさが医療業界にも波及しましたよね。相変わらず看護師の求人はよく見かけますが、資格保有者が急増してしまったところでは東洋医療があります。スポーツをやっていた人ではなじみのある人も多いでしょうが、鍼灸マッサージや柔道整復師が活躍されている業界です。彼らはまだ体に障害が出ていない段階から治療を行えるというのが、医師とのもっとも大きな違いかと思います。仕事の場を広げ、今では在宅マッサージを請け負っているところも多く、高齢社会にとって不可欠な存在となっていくでしょう。ところによっては、介護施設への出張をしている治療院もあるので、自分が老人になった時はこういう人たちのお世話になるかもしれないですね。駅の近くに治療院があることも多く、会社帰りの疲れを癒すために医療マッサージを受けてみるのも、明日への備えにいいでしょう。似て非なるものとして、整体師とあん摩は違うもので、あん摩マッサージ指圧師は国家資格ですが、整体師は極論すれば誰でも名乗れる職業です。かといって整体師やカイロプラクターが国家資格に劣るかというと、そうとも言い切れない先生がいるので、近くにあれば試してみるのが一番かと。鍼灸師の求人に関する情報はここを見るべき！福利厚生も充実しています生活に役立つものを作るのが好きな人は歯科技工士を目標にしてみるのはどうでしょうか？それまでの近道ならば、専門学校がベターな選択し。ここは歯科技工士国家試験をパスした率も高い専門学校だから、実績は十分。あとは本当に歯科技工士になりたいかどうかという気持ちですかね。ネット通販でも普通に会社を立ち上げるにしても、ウェブ技術があると便利です。今では必須の技術を学べるweb専門学校といえばここ。ネットの力はまだまだ広がっていくと思いますよ。",1,,柔道整復師　求人紹介治療家ナビ,http://chiryoka-agent.jp/,1,0
,25,お盆シーズンについて,,,私は仕事柄お盆シーズンとはいえ日中になかなかお墓参りには行けません。ですからどうしてもお盆シーズンにお墓参りをしようとすると仕事が終わった後になります。よって夕暮れ時からが多いのですよね。そしてたまには日が暮れ始めてからのお墓参りになってしまうこともあります。すると子どもたちの肝試しが始まっていることもあるのですよね。「子どもたち」と言っても大学生ぐらいの子どもたちの場合もありますよ。私の先祖のお墓がある墓地はそこそこ名前が知れた墓地だということもあるのでしょうか。また夜でもなんとなく照明がつけられているところが適度な安心感を得られるせいでしょうか。そこそこの頻度で肝試し的なことをやっている人たちに出くわすのですよね。しかも私が懐中電灯も持たずにうす暗闇を黙々と墓参りをしているせいでしょうか。私に対して「ヒャア！」と悲鳴をあげられたこともあります。ですからもう墓地の前には「肝試し禁止！」の看板を出しておいて欲しいですね。カップルの度胸試しデートの場所にされたんじゃあこっちもお墓参りできないっちゅうねんですよ。しかも「ヒャアッ！」って。私生きてる人間ですがな。,1,,墓石店100選,http://bosekiten100.com/,1,0
,25,新宿と韓国,,,以前から韓国人女性はとても肌がきれいだなと思うことがありました。同じアジア人名のにもかかわらず韓国人女性はほぼすっぴんで化粧をしているようにはあまり見えませんし。生まれたてのような素肌は素晴らしいです。まず食文化が日本と韓国では違うことが理由だと思います。韓国料理で有名なプルコギやカルビを食べる際にはサンチュで巻いて必ず食べますしお肉を焼く際も専用の鉄板で焼き余分な油は捨てるので必要最低限の油しか摂取しません。キムチを大量に食べるのであせをかき新陳代謝が良くなりますし日本の発酵食品代表のおみそ汁の何倍も優れているそうですしキムチ大国ということもあり白菜が市場から消えてしまったというハプニングも以前ありました。日本ではキムチといえば白菜ですがキムチの本場韓国ではタコ、ネギ、など何百種類もあるそうなので毎日食べていてもバリエーションに富んでいますので飽きることはありません。韓国料理にはある決まりごとがありまして五味五色にどんな料理もなっているそうなのです。生まれてきたころからこういった料理を食べていれば肌がきれいで細い人が多く健康的なのは納得です。キムチはその他にも過熱をしない食べ物ですからビタミンＣが壊れることなく栄養を摂取することができます。焼き肉で食べている牛肉には鉄分豊富なので貧血になりにくいです。サムゲタンは丸ごと鶏肉を煮込んでいるのでコラーゲンもたっぷり摂取することができないので乾燥知らずです。,1,,焼肉　新宿　幸永　,http://tabelog.com/tokyo/A1304/A130401/13000078/,1,0
