Post.id,Post.genre_id,Post.title,Post.pagename,Post.menu,Post.content,Post.public,Keyword.id,Keyword.keyword,Keyword.url,Keyword.visible,Arbitrary.keyword,,
,21,製品をシェアする社会,recycle,,現在は製品や商品が少なくて需要過多だった時代とはもう違っている。日本や各先進国ではほんの数百年前の貴族以上の暮らしを一般人がさも当たり前のように実現してしまっている。インフラ整備の不安定さも少なくハイレベルな生活スタイルを維持しているのだ。それが時代や人類の方向性として確立している以上革新的な製品の誕生はほぼ皆無でせいぜいあるのは既にある製品のカスタム機くらい。あるいはインターネット上でのプログラムだ。最新の製品を手に入れる事に躍起になる必要性は若い人ほど少ないのではないだろうか。生まれたときから高品質の製品を目の当たりにしているから最新にそれほど価値を見出す事は少なくなるのはよく分かる。大変なのは企業側だ。多額の資金で商品開発しても赤字を懸念するとさほど冒険も出来ない。デフレ経済下では安い商品ほど望まれる。その為最新ではないが少し古い製品が安く買える店は注目の的である。それに日本の製品はすぐに壊れない。私の実家でも昭和の時代の家電がまだ動いていたりする。多少古かろうが２０００年代以降の商品は比較的安心して購入できる。私は以前冷蔵庫を購入する際リサイクルショップで探した。２～３万円で家族３人の範囲の大型冷蔵庫が稼動具合チェック済みで販売していた。今でもありがたく使っているし使用不能になってもまたリサイクルショップで買うつもりだ。もし壊れなくても買い換える場合は無料で引き取ってくれるサービスもある。少し修理すればまた使えるからだ。日本人全員がこういったシェアの精神が広がってしまったら誰も新しい商品を買わなくなる。ここで企業側は最初からシェアを考慮に入れて製品をレンタルするサービスに切り替えなければ生き残れないのではないかとも思う。まだ使える商品を率先してシェアして使う社会になるのは市場原理の中では自然な流れだろう。今後もリサイクルショップユーズドショップの需要は高まるだろうと予想する。,1,,ブランド買取はこちら,http://www.pb01.net/,1,0,,
,21,リサイクルショップやフリーマーケットを活用してエコに貢献,buy,,日本が豊かになると共に使い捨て文化が幅を利かせるようになって来ました。しかし更に社会が成熟してくると共に食の健康やエコな生活を意識する人が増えて来ました。エコロジーといえばゴミの分別や電力使用料の削減更に一歩進めば太陽光パネルの設置などが考えられます。太陽光パネルの設置には補助金があるものの大金が必要で誰もが取り組めるエコ活動とは言えません。多くの人の意識の中で誰でも取り組めるエコとして抜け落ちているのがリユースです。ゴミを分別してペットボトルや空き缶やプラスチックはリサイクルして新たな資源に生まれ変わります。しかしその他の燃えるゴミや燃えないゴミとして排出されるゴミは焼却するか埋め立ててゴミとして処分されリサイクルされる訳ではありません。そんなゴミの中に自分にとっては不用だけれどまだまだ使用できる物が沢山あるはずです。そうした物をリサイクルショップやフリーマーケットを活用して必要な人に使ってもらえばゴミの減量化が図れ大きくエコに貢献しているのです。金額は知れていてもリサイクルショップに買い取ってもらったりフリーマーケットで販売するだけでエコに貢献できるのです。これなら誰にでも手軽にできる事ですが意外と実践している人は少ないと感じます。売るだけではなくリサイクルショップやフリーマーケットで子供服やちょっとした小物を購入するのは宝探しをするようで本当に楽しいものです。昔は隣近所で当たり前のように行っていたリユースが豊かになる中で忘れ去られたのです。この日本人がかつては持っていたもったいない精神をリサイクルショップやフリーマーケットの活用で再び楽しく定着させる事もエコの大きなテーマだと思います。,1,,ブランド買取はこちら,http://www.pb01.net/,1,0,,
,21,リサイクルショップによって得意分野や高価買取の物は変わります,repair,,定期的に物や服を入れ替えしたり捨てるならまだ使えて見た目もきれいなものはリサイクルショップを使った方がいいですよね。捨てるのはもったいなさすぎます。リサイクルショップは買い取り額が安すぎる！って感じで言う人もいますがリサイクルショップっていっても今はもう相当いろいろなリサイクルショップがあってお店とかによってもまったく傾向とか買い取り額も違うんですよ。あと同じようなレベルの同じようなものを持って行っても同じお店でも買い取りの総額に1000円の差額がでることもあるくらいです。だからお店や会社も違うと取り扱っているものとか得意分野とか買い取り額は全然変わってくるのも当然なんですよね。同じようなものを同じ量持って行って買い取りの総額に1000円の差額がでたときは店長や社員が査定したときは割高になることがありました。アルバイトの方が査定すると若干低めになるかなーと私の経験では感じました。服も飽きたから気に入らないからってだけで捨てるのはかなりもったいないです。状態が良いとかそんなに着ていないものなら売った方が得です。最近のリサイクルショップは量で金額を決めるとかじゃなくブランドや質によって金額を査定しているお店も出てきているので飽きたから気に入らないからってだけで捨てない方がいいです。バックもノーブランドのものでも作りがしっかりしているものとか丈夫なもので状態が良いものだと2000円とか3000円で買い取ってもらえることもありました。ただし金券だけは金券ショップの方がリサイクルショップよりいいです。金券ショップの方が額面の8割から9割で買い取ってくれるお店が多いからです。,1,,ブランド買取はこちら,http://www.pb01.net/,1,0,,
,18,マネーについての本を読むことは,zeiri,,本屋なんかで雨宿りの際に経済のところに行くと「マネー」とか財テクに関する本がたくさんあります。こういう物をよく読んでいるとはじめは慣れないですが実際にお金は自分について回るものなのでだんだん少しでも納得！読める！！というように変わってきます。お友達感覚でそういう本とつきあうことです。フィクションとかアニメもたまには面白いですがやっぱり実用的な現実に生きたお金を回す仕組みを学んだり税金とか得することとかいろんな知識が豊富にあった方が長く生きていく上では勝ち組と思います。節約しようと思ったらかなりシェアも含め今はいろいろあるんですよ。オークションだってほんとに出品は多いですから自分がのどから手が出るほど欲しかったものでもみつかる可能性が高いんであんまり高額にならないところでヤフーなどでやってみるのも勉強になりますよ。比較的低価格のものからやっていけば店よりは自分のホントに欲しいものは揃いますよ。高額のはよその人に値段をつり上げられたら怖いのでしない方がいいと思います。ただそれを欲しい人がいなかったら自分が提示した最小限度の金額で手に入る場合があるので結構うれしいです。ヤフーは出品の数が多いからやってて楽しいと思いますよ。そういうことも経済のこととかにあんまりうといと全然やらないし勿体ないですよね？オークションにでてなかったら頼んで出してもらう(掲示板)メッセージ機能もついていて（を探しています！持っている人よろしく！とか)それを見た人が出品してくれたりもします。運が良ければありつけます。,1,,カードローン審査について,http://xn--tckue253j.xn--lckua0b4a7mra6b4dcd.jp/,1,0,,
,18,塵も積もれば山となる、ちょっとの工夫でお金を貯めることが出来ます。,tanpo,,私はインターネットショッピングをよくします。衝動的な無駄使いではなく送料を考慮したうえで近くのお店で購入するよりも安く購入出来るもので生活に必要な日常品や食品などを纏めて購入するのです。なぜならポイントが溜まるからです。特にクレジットカード決済をすると沢山ポイントが溜まりますしお買い物をする前に各社のポイントモールを経由するとそちらでもポイントが別途溜まります。溜まるポイントは1イント1円だったり0.5円だったりと至極小額に思えますが塵も積もれば山となると昔からいうように馬鹿にしたものではありません。溜まったポイントを現金化して口座に振り込んでもらえるサイトもあればwebマネーとして受け取ることが出来るサイトもありますし大手ショッピングサイトなどではポイントをお買い物の決済に当てることが出来ます。私は毎年平均して4万円分前後インターネットショッピングでお金を稼いでいます。働きにいくわけでも特に時間をとられるわけではありませんから年間4万円はばかにならない金額ではないでしょうか。お米にしてもお肉にしてもトイレットペーパーにしても必ず買わなければならない商品なのですから。効率よく稼ぐ方法はあまり浮気をしないことです。買い物前に経由するポイントサイトや購入するショッピングサイトも出来るだけ同じところを利用します。こっちがいいかなあっちがいいかなとポイントを統合できないサイトをうろうろ利用していると現金化できる金額に満たない間にポイントが失効してしまうことがあるからです。たかだかポイントと思わずに上手にお金を稼ぎましょう。,1,,カードローン審査について,http://xn--tckue253j.xn--lckua0b4a7mra6b4dcd.jp/,1,0,,
,18,貯金を楽しくするための方法,credit,,どんな方法をとるにしても楽しくなければ長続きしないものです。効率よく貯金をしていこうとなればまずは目標の設定をするべきです。貯めたお金を何に使うのかを決めておけばそうそう無駄遣いをしようとは思わないものです。漠然と貯金すると考えても何かとお金を使う機会が多い現在ではついつい使ってしまいがちです。具体的に見直す必要があるのが人と会う機会です。人と接する機会が多ければ多いほどふとしたきっかけで財布のひもは緩くなるものです。まったく人と関わらずにいることは難しいので出来る範囲で見直すことが必要です。あとは日常生活における光熱費や食費を改善していく必要がありますがたまには使うことも必要です。貯金を始めると意地でも使わないように頑張ろうとするものですがそれがかえってストレスになりイライラし体調を悪化させてしまいます。ある程度余裕をもって貯金をするのが一番いいです。もちろん使う金額は必要最低限にとどめることが重要です。また誰かと協力して貯金することもいいことです。一人でやろうとすればどこかでやる気がなくなったりやめようと思うことが一度や二度はあるものです。信用できる人と一緒にやれば張り合いが出てきますし無理なく続けることができます。徐々にお金がたまっていくとだんだんと楽しくなるものです。そうなってくれば貯金することが当たり前になっていきます。こうすればもっと貯めることができると理解し経済的に楽になっていく日もそう遠くありません。,1,,カードローン審査について,http://xn--tckue253j.xn--lckua0b4a7mra6b4dcd.jp/,1,0,,
,18,専業主婦の貯金術について,,,私は専業主婦です。貯金といえば主人が稼いでくるお給料をなんとか一ヶ月やりくりをして貯蓄に回すということになります。決められたお金の中でしかできないわけですからその方法を色々試してきました。例えば食費の節約。それでこそ一円でも安いスーパーを探してそこまで買いに行くということもしましたが時間的なことも考えると効率的ではなかったり一週間分の献立を決めて買い物に行くことも試しましたがこれも献立を立てることに時間がかかりすぎてしまって結局単価で考えるとお得ではありませんでした。そんな私がこれはお得だなと思う方法は光熱費などの毎月引き落とされるお金をクレジットカード払いにすることです。私は自分がよく買い物をするところのクレジットカードを利用していますが今までにかなりのポイントが貯まりそれで買い物することができるのでその分貯蓄に回すことができています。これは本当に主婦にとって大きな味方です。うちはたまたま主人がそのようなことを知っていたので利用することに決めましたが知らない人でまだ銀行引き落としにしている方は多いと思います。けれど割引の問題でクレジット払いにすることで損をしてしまうことも稀にあるそうなのできちんと自分が払っている状況を確認することが必須です。主婦の貯蓄は思うほど簡単ではありません。ですが大きい金額を貯金するということは無理でも小さい金額でもコツコツと根気よく貯めていくことが成功の秘訣だと思います。,1,,カードローン審査のノウハウ,http://xn--tckue253j.xn--lckua0b4a7mra6b4dcd.jp/,1,0,,
,18,投資は、大学から学ばせるべき,kinyuu,,投資は会社にはなくてはならない資金です。仲良しのスポンサーみたいなものです。ですから会社が売れ筋商品をずっと出し続け売れ続けたらいいけどほとんどはそんなにずーっとは上り調子で売れないですから飽きられたりそれを必要とされなければもうすぐに赤字になります。大手の化粧品会社だって次々新しい商品を出すのはお客様に飽きられずに次も自分のブランドとして使ってもらいたいし黒字収益にしないといけないからです。そして株を買ってくれた株主に配当をつけて返さなければならないのです。ですからただ待ってるだけでは黒字はなかなかならないです。みんなは会社はよく知ってるけど生命保険会社にしたって株とか社債とか海外投資とかいろんな事をマメにやってお客様に配当をつけて頑張って還元していることはあまりよく知りません。大手生命保険会社はみんなそうやっています。少しのことでも全然違ってきます。投資というのはホントにみんながもっと積極的に学んだ方がいいものです。こういう事をしっかり学ぶことで儲けたとか損したとか言ういうようなただの博打的(ばくちてき)な考えは完全になくなります。個人と一緒で会社も生き残るのに大変なんですよ。営業部ももちろん必死ですが営業がいくら頑張ったからといって巨大な組織になると株主が物を言います。銀行さんが金を貸してくれなかったら終わりですから選考にもれたら株を買ってくれる人の出したお金をあてにするしかかいしはないですからね。会社から見て投資という物がいかに貴重か。そっち側から学ぶことです。自分が資金を出す方の逆の客サイドになって手持ち資金をよそに投資するのは学んだその後からでいい。,1,,カードローン審査のノウハウ,http://xn--tckue253j.xn--lckua0b4a7mra6b4dcd.jp/,1,0,,
,18,残り半年も投資頑張るぞ,,,今年はちょっとでも持っている株式数を増やすことが目標です。頻繁に売買するほどの金銭的余裕はないのでとりあえず欲しい株式を購入するのを楽しみに毎日を過ごしています。今の趣味といえば投資って言う感じですかね。投資に興味を持つことで世の中のことにもすごく興味がわいてきました。ニュースもチェックしますし経済番組を見るのがすっごく好きです。特にガイアの夜明けとかが気になります。カンブリア宮殿はちょっと企業のことをよく言い過ぎかな～って思ってしまったりします。でも投資をするためにはタネ銭を確保しなければいけません。このあたりはなかなか難しいですよね。生活資金には手を付けないようにと思って今必死になって副業している感じです。副業の方を頑張っているとそっちでも認められたりするんですよね～。それはそれで嬉しかったりします。自分でも知らなかった自分の良さに気づいたりできますしね。今夏休み期間なので結構周りが休んでいます。人が休んでいるときに仕事するのってなんかやる気になったりします。少しでもお金を稼いで投資に回したいですね。3000万円くらい投資してみると配当金だけで200万くらいになると聞いたのでそこまでの投資資金を用意するのが目下の目標です。とはいえさすがにいきなり3000万はきついなって正直思います。ひとまず300万円貯めるのが目標ですかね。雪だるま式にお金を殖やしてお金に困ることのない生活を構築したいなって思います。,1,,カードローン審査のノウハウ,http://xn--tckue253j.xn--lckua0b4a7mra6b4dcd.jp/,1,0,,
,18,蓄財をするには,kinyuu,,蓄財をするにはいい物件があったとかいうたびに目移りしないで我慢して引っ越しなどは極力しないことです。「引っ越し貧乏」といって引っ越しはすごくお金がかかりますから思ったよりどんどん散財していきお金が貯まらないです。散財癖がつくと後で苦労します。その時には景気よく使うんですけど結局何かあるたびごとにパッと使ってしまうようになります。だからなかなか手元には貯まりません。同じところに長くいる人はお金をがっつり貯めています。人はいろんな事を言います。もう出た方がいいよとか。だけどそれにつられてあっち行ったりこっち行ったりしていたらお金持ちにはなれません。むしろ他人の言うことは聞かない方がお金が貯まるくらいですよ。私の先輩でも何人もいますけど一番かたぶつで暗くて四角四面の女性の魅力ゼロ！のカエルみたいな顔をしたブスッとしたメガネの人がどう言うわけか寮長でしかも若いのに一番お金を蓄財していましたもん。みんなが次々いなくなる中その人だけは絶対に初志貫徹で動かなかったですから。そこは光熱費が月に２０００円しか引かれなかったから大浴場もあったし洗面所は大きかったし台所は楽しく使えたし少しボロいことを除けば蓄財するにはもってこいだったのにみんなはそこが食べ物屋さんで残りも持ち帰れてほんとに何一つ困らなかったのですぐお金持ちになり寮を出て行ってしまっていたから残る人はよほどガマン強い人でその頃にはその人の良さがわかりませんでした。でも今思えばあの人はとてもしっかりした経済観念のある頭のいい優秀な人だったんだと思うわけです。,1,,カードローン審査について,http://xn--tckue253j.xn--lckua0b4a7mra6b4dcd.jp/,1,0,,
