Post.id,Post.genre_id,Post.title,Post.pagename,Post.menu,Post.content,Post.public,Keyword.id,Keyword.keyword,Keyword.url,Keyword.visible,Arbitrary.keyword
,2,初めての即尺体験。,,fuzoku,会社の同僚に勧められて即尺デリヘルにチャレンジしてみました。ほとんど風俗体験がない僕はデリヘルのこともなんとなくしか分かっていなかったのですがとにかく友人に言われるがまま電話。そして即尺サービスのあるお店をチョイスして見ました。ＡＶが好きな僕は淫乱というか痴女というかそういうジャンルのＡＶが好きでした。出会った瞬間部屋に入った瞬間にちんぽにしゃぶりついてくるような女性に一度は出会って見たいと思っていました。ただいくらそういうサービスが売りのお店でもさすがに最初にシャワーを浴びてと言われるかウェットティッシュで拭かれるかだと思っていました。しかもパンティの色を電話で予約した時に当てたらというサービスだったので当たるとも思っていませんでした。1時間くらいして部屋がノックされました。女の子が来た！と思ってドアを開けたらお金を貰う役の男性でした。その男性にお金を渡したら女の子が後ろから部屋に入ってきました。ぽっちゃりでタイプの女性でした。ドキドキしながら少し挨拶をしたところで女の子がいきなり近寄ってきて膝をついてズボンを脱がせ始めました。「やった。当たりだ！」心の中でガッツポーズ！そして拭くことも無くいきなりしゃぶりついてきたのです。すごい興奮しました。憧れのシチュエーション。服を着たまま仁王立ちフェラでした。少し奥まで咥えてとお願いしたらハイと言って根元まで咥えてくれて更に興奮！いきなり1発発射してしまいました。その後は一緒にシャワーを浴びてベッドで恋人のような感じでプレイを楽しみました。,1,,渋谷の風俗店紹介,http://fuzokudx.com/arealist/show/id/487,1,0
,2,披露宴の資金を貯めたくて,,tantei,カレに色々ごまかしたり嘘ついたりしてきたけどこの嘘だけはお墓の中に入るまで内緒にしておこうと思ってる大きな嘘。OLしてちょっと貯金があるって言ってたのだけど本当はホステスで借金はあっても貯金なんて１円もなくて毎月ヒーヒー言いながらローン返してるんです。でもカレ氏にはいえない。そんなお金にだらしないなんてばれたら結婚できなくなっちゃう！それでスナックのホステスは週の半分にしてあとの半分はデリヘルにいくようにしてます。流石にホステスよりは稼げます！でもカレに申し訳ないなあって気持ちも勿論あります。洋服とかアクセサリーのローンはもう少しで終わるしそのあと結婚式の資金がたまったら辞めるつもりです！デリだから本番はやってないから浮気じゃないよって自分の中では言い訳が成立してるんだけど苦しいよね。わかってる。カレがデリに行って浮気じゃないよって言ってもきっと怒ると思うし。あと実は何回か本番しちゃったこともある。お店にも絶対内緒。すごい上手なお客さんがいて感じちゃって入れていい？って聞かれたときに駄目ってはいったんだけどさきっちょだけだからって言われてちょっとだけ入れたら私の方が腰を押し付けて奥に入れちゃったの。そのお客さんには指名してもらえるようになったんだけどついついそのたびにやっちゃうのよねカレゆるして！,1,,渋谷で風俗探すなら,http://fuzokudx.com/arealist/show/id/487,1,0
,2,夫に内緒で作った借金を返すために,,credit,ちょっとした見栄を張るためにブランドの洋服やバッグをつい買ってしまって気がついたら２００万ほどの借金が出来てしまって･･･カードも複数枚持っていてどれも限度額一杯。もいパートなんかじゃ追いつかないしそんなくだらない理由で作った借金を夫に知られたくなくて風俗で働いてすぐに返そう。そう思って街で配ってる冊子のなかにあった風俗のバイト紹介本の中から熟女とか人妻とかそういうお店を選んで面接を受けました。無事に１軒目のお店で働くことが決まって普通のパートの時間と同じ１０時から１６時の間にしました。その時間なら夫が帰宅する前に全部済ませられますから…最初はすごく怖くていやなお客さんがきたらどうしようと思っていたのですがそんなことはなくて普通の夫のような感じの人が多くて安心できました。マンションの一部屋の中に何人も女性がいてお客さんがホテルに入ると私たちが呼ばれていくという出張タイプのお店で個人の住まいに呼ばれたことはありませんが行くこともあるようです。もう３ヶ月くらい働いています。ローンはまだまだ完済は出来ていませんが着実に返済は進んでいますので年内には返し終わるんじゃないかなと思ってます。そうしたらちょっと貯金ができるまでは続けようかしらと思います。,1,,渋谷の風俗検索サイト,http://fuzokudx.com/arealist/show/id/487,1,0
,2,家庭の事情でキャバクラでアルバイトしています,,money,この不況で（最近は景気回復してるのかな？よくわからない）自営業をしている両親の仕事があまりうまくいっていません。とうとう私の大学の学費もままならなくなってきて仕方なくキャバクラでアルバイトすることになりました。自分で言うのもなんだけどルックスにはちょっと自信あるしなんとかなるかと思って始めたけどやっぱり辛いことも多いです。当たり前だけど露出の多いけばけばしい洋服を着ないといけないしお客さんに気にいられるように必死で話題を考えたりやっぱり楽して稼げる仕事はないなあと実感…。学費のためと言い聞かせてもなんだか落ちぶれてしまったなと暗い気持ちになることもあります。でもちょっとタイプの人が来てくれるととたんにブルーな気分も吹っ飛んでしまいます。気に入った人に限ってしょっちゅうは来てくれないんだけど…。しつこくて生理的に無理！と思う人は毎日のように来るんですよね。でも指名されたら歩合給もつくから必死です。太ももなんか触られたりしたら払いのけそうになるけれどじっと我慢の子です。あと1年以上こんな生活をするのかと思うときもあるけど卒業まで頑張るつもりです。アルコールも弱いので肝臓も大事にしないとと思うけど今日も頑張るぞ。,1,,渋谷の風俗紹介サイト,http://fuzokudx.com/arealist/show/id/487,1,0
,2,ソープランドの注意点,,deli,男性なら多くの人が行った経験があると思うソープランドだがどんな事ができるか詳しくは書かないがキングオブ風俗と言ってもいいんじゃないだろうか。あそこは男の楽園だよなんて言ってた知り合いの話しも聞いた事がある（笑）ソープランドの歴史は古く正確ではないかもしれないが江戸時代くらいからあったという記事を何かで読んだ事がある。日本人のスケベ精神は昔からあったのである。今でも日本各地にあるソープランドだが私は東京吉原神戸福原福岡中州が三大ソープ街ではないかと思う。値段の違いサービスの違いはお店によって違うのでなんともいえないが神戸福原が値段もサービスもいいと聞いた事がある。神戸福原の大衆店の中心的価格帯は大体2万円から3万円である。神戸福原のソープランドではほとんどのお店でパネル指名ができるのだがこれがなかなかの曲者である。パネルマジックといってパネルと実物が違うという事がよくある。お部屋に案内されて嬢と会って数秒で帰りたいと思った事が何回もある。そんな経験からおすすめするパネルマジックで騙されないように予防する方法は2chでどんな嬢か顔スタイルなどの情報を収集することである。あとブログをやっている嬢で体を写真に写してない嬢は要注意である。実物は太っていてスタイルに自信がないから載していない事がよくある。ぜひ本文を参考に満足して帰って頂きたいと思う。,1,,渋谷の風俗店紹介,http://fuzokudx.com/arealist/show/id/487,0,0
,2,夜の仕事について,,bar,夜の仕事というと一般的に思い浮かべられるのは水商売もしくはキャバクラ風俗デリヘルなどだろう。これらはお金を対価に性的なサービスを受けることが出来るという場所としてで有名である。実際のところそういったものは法律で禁止されているにもかかわらずどうしてこういった仕事がなくならないのであろうかと不思議に思う人もいるのではと思われる。ここ日本では性的なサービスをするお店自体は法律で規制され公に存在することはできない為風俗の場合女性従業員のいる風呂屋としてキャバクラの場合たまたま従業員が女性のクラブ飲み屋として公式には登録されているのが実情である。これらはもはや皆に認知されている。しかし実際に意見を求められた時独断と偏見によっての立場から否定することは簡単だが行ったこともないのに文句をいうのはどうかとも思われる。しかし仮にこういったお店を利用したとしてその行為自体がその存在を肯定することになり得ると言えるのではないかということになりもはやどうしようもないのである。その為一度も利用経験のない筆者の私自身は中立の立場として否定も肯定もできない一庶民であるという弁明を持ってこの文言を締めくくらせてもらう。,1,,渋谷で風俗探すなら,http://fuzokudx.com/arealist/show/id/487,1,0
,2,キャバクラそれはロマンでもあり夢でもある,,,キャバクラそれは男のロマンである。世の中のサラリーマンにとって月曜日~金曜日の平日はとても辛い日々。そんな辛い日々をはねのけるのがキャバクラ嬢だ。毎日の仕事に疲れ忌み嫌われた上司との付き合いや性格のひねくれたお客とやりとりに日頃からストレスは付き物だ。そんなストレスをキャバクラ嬢は癒してくれる。お店に行けばおいしいお酒を飲み可愛い女の子やきれいな女の子と楽しい話が出来る。普段ならあれやこれやと文句言われる立場の私たちもこの時ばかりは好きなように話が出来るのだ。私たちのつまらない話でもいつも笑顔で答えてくれるそんなキャバクラ嬢にはまってしまう男性が多いのはこのためだ。だからこそ私たちはキャバクラという夢と私たちが普段生活する現実をしっかりと見極める必要があると私は思う。本音を言えばキャバクラ嬢にとって私たちと楽しく話をすることは単なる仕事でしかないのだ。私たちが嫌いな上司と無理な作り笑いをして話をするのと同じようにキャバクラ嬢達も仕事と割り切って私たちと接している。そういったことからもキャバクラにどれくらいお金を使うのかどのくらいの時間を使うのかそういった事に気をつける必要があると私は思う。,1,,渋谷の風俗検索サイト,http://fuzokudx.com/arealist/show/id/487,1,0
,2,夜の街で働く女性,,,キャバクラデリヘルなど夜の店で働く女性は色々な思いで働いているのだと思う。テレビの特集などで取り上げられていたキャバクラで働く女性はシングルマザーで子どもを育てるために働いているとインタビューに答えていた。子どもを育てるために一生懸命に働こうとする考え方はとても良いものだと思うが果たして夜の仕事以外に子どもを育てる術はなかったのだろうか。どうしても夜の仕事となると夕方には出勤しなければならないし帰りは深夜になってしまいます。その間子どもは実家や保育園で過ごすことになります。一番甘えたい時期に母と一緒に寝ることができない事は子どもにとってはどうなのだろうかと考えてしまいました。いくら子どものためとは言え働き方によってはもう少し別の仕事がある気もする。ただ実際に働いてみると安い給料の仕事は多いのが現状なのかもしれないとも感じます。子どもを育てながら生活費も稼がないといけないとなると一番手っ取り早く稼ぐことのできる夜の仕事が手頃な仕事なのかもしれません。もっと子どもと母親が安心して生活していけるような仕事が増えていけば良いのですがなかなか難しいのでしょうか。子どもへの愛情だけはしっかり持っていて欲しいと思います。,1,,渋谷の風俗紹介サイト,http://fuzokudx.com/arealist/show/id/487,1,0
,18,悲しいかなセックスレスによる風俗通い,,zeiri,最近複数の友人からある相談をされた。それは世間でもいたるところで騒がれているセックスレスに関する話題だ。彼らの話によるとここ数カ月の間奥さんとの夜の営みがゼロなのだそうだ。毎日毎日仕事で辛い思いをして家に帰ってきて奥さんは冷たい態度なのだとか…。会社では大変な思いをするのは仕方ない。だがせめて家庭に帰ってきたときは奥さんの包み込むような優しさに触れたいものだ。でなければ人生やっていけないそう友人は漏らしていた。確かに一利ある。そして友人はこう続けた。奥さんがやってくれないから仕方なく風俗に通うことにしているんだ。なんと彼らは結婚して奥さんがいるにもかかわらず風俗通いをしていた。それを聞いた瞬間は私も正直「え！？」っと思った。だがよくよく聞いてみる納得がいく部分も多い。なにせ性欲のはけ口が他にないのだから。奥さんはセックスをしてくれないかといって性欲がなくなるわけでもない。ではどうするか風俗に行くしかない。逆に言うと変に見知らぬ若い女性と不倫だとか女子高生と援助交際なんかを始めてしまうよりは割り切りの風俗の方がよっぽど安心であるのかもしれないそう思った。とは言いつつも1番の解決策は奥さんとの関係を修復し夜の営みも再開できることではないかと願うばかりである。,1,,渋谷の風俗店紹介,http://fuzokudx.com/arealist/show/id/487,1,0
,18,ＯＬと夜の仕事をしています。,,tanpo,昼間はＯＬをしていますが夜はクラブで働いています。もともと学生時代の友達がアルバイトをしていたところでそこの支配人ともなんとなく顔なじみでした。しつけは厳しく女同士の争いごとやお客さんの取り合いのようなことは厳しく制限されてすが私はひるの仕事が本業なので結構気楽に勤めています。その友達も会社務めをしながら相変わらずクラブに来て勤めていますが美人な上に人柄も良いものだから結構もているようで私はいつも応援しています。後で知ったことですが彼女にはお客さんも付いているしスポンサーがいて手当てがすごんだそうです。なんだか時給いくらかで来ている私とは月とすっぽんほどの違いが有ります。けどもそんな私をいつも指名してくれる人もいて少しずつ手当も多くなって来ました。そんなあるとき支配人が稼げる話しがあるけどどうと言いながら話してくれたのはスポンサーの話でした。その人にはこの店に決まった人はいないそうですがいつも何人かできて早めに帰っていきます。そんな人でしたがすれていないと思ったのか私のスポンサーを言ってきたのだそうです。無理にとは言わないがと言いながら話していましたが今はその人にお世話になっています。60歳くらいの人で不動産のオーナーだそうです。月に3，4日くらい呼ばれていますが女遊びは相当していたらしく色んなことを教えてくれて色っぽくなってきたと言います。彼がいるのですがこの先どうなるのかなと少し心配です。,1,,渋谷で風俗探すなら,http://fuzokudx.com/arealist/show/id/487,1,0
