Post.id,Post.genre_id,Post.title,Post.pagename,Post.menu,Post.content,Post.public,Keyword.id,Keyword.keyword,Keyword.url,Keyword.visible,Arbitrary.keyword
,32,クレジットカードを賢く使う方法,creditday,,私はクレジットカードを何枚も持つ人ではありません。実際持っているクレジットカードは２枚！この枚数もクレジットカードを賢く使う方法の一つです。クレジットカードは賢く使うことで、とってもお得だということは皆さん周知の事実。でも使い方を間違っている人も多いはず。そこで今回は私のお得な使い方をご紹介します。今やポイントシステムが備えられていることは常識となりつつあります。そのポイントをいかに効率よく貯めるかが鍵となります。１.　枚数は3枚まで！先に述べたように私は2枚しか持っていません。いえ、持っていても使うカードは実質2枚ということです。それは様々なポイントを貯めるのではなく、一つのポイントを貯めるためです。２.　高いポイント還元率！ポイント還元率の高いクレジットカードを使用しましょう。某ECポータルサイトのクレジットカードの還元率はとても高く、提携先も多いため、ネット上の買い物以外でも貯めることができます。また、ETCとの併用で更なるポイント付加が見込まれます。３.　即現金振込みクレジットカードが苦手という人も多いかと思います。実は私もその一人。でもクレジットカードを使うことのメリットの方が上回ります。そのため、クレジットカードを使ったその日に、カード引落口座に現金を振り込みます。面倒な場合は週に一度でも構いません。とにかく手元の現金を減らしていくことがクレジットカード地獄から逃れる手段の一つです。４.　多機能クレジットカード例えば某鉄道会社のICカードをクレジットカードにする。オートチャージもでき、ポイントも貯まり、便利！ってまだ甘い！！！！ICカード機能のついている他のカードにすることが鍵です。例えば百貨店のクレジットカードにIC機能が搭載されていれば、ICカードを使用しただけで、百貨店のポイントもつく。オートチャージされれば、その際も百貨店ポイントがつくというダブルにもトリプルにもなる技。是非参考にしてみてください。,1,,東京の社会保険労務士,http://www.jinjiroum.com/,1,0
,32,お金に関わる仕事は高収入,jinjiniomakase,,お金に関わる仕事っていうのはかなり高収入な気がします。例えば会計の力がある人といえば、会計士とか税理士ですよね。法律方面に強い人といえば、法律家ですから、弁護士さんとかです。これはかなりの高収入って感じがします。あと、今話題の投資とか市場を見る力が強い人は、投資家とか起業家さんってことになりますかね。大きなところになれば、経営者ということになります。こうして考えてみると、お金のことが分かっているとお金に困らずに生きていけるってことですよね。とある人はこうした職種につくよりも、自分でビジネスを起こせば問題ないですよって言ってました。ビジネスを起こせば、それだけで上に上げたように人のスキルっていうのが必要になってくるからです。そして、偉い人たちだと思っているかもしれないけれど、自分でもできることなんですね。だから、もちろん、仕業についたりするのもいいけど、自分のためにお金の総合的な勉強をするのも悪いことではないのかなって思います。高収入というだけでは、完全な自由は得られませんからね。お金から自由になりたいのに、お金を仕事にしては、首が回らなくなりそうだなって思います。収入を捨てられなくなるのも困りますもんね。,1,,社会保険労務士は東京の人事労務ファクトリー,http://www.jinjiroum.com/,1,0
,32,結婚資金が足りない…,komattasaimu,,この度、3年付き合ってきた彼氏と結婚することになりました。薄々感づいてはいましたが、なんと彼氏の貯金がゼロ！収入もあまり多くないので、日々の生活がカツカツだというのは知っていましたが、貯金もないのに結婚するのかとびっくりしてしまいました。彼氏は「なんとかなるよ」と言っていましたが、結婚式の費用や引越し費用はどうするんでしょう。私は一応、結婚資金として親が貯めていてくれた分と自分が就職してから貯めた分の貯金があるのですが、私が全額出すのも変な話ですよね。ていうか出したくありません。結婚式は半額ずつだし（男性側が全て出すというパターンも多いと聞きました）引越しだって、必要な分は各自で出すべきだと思うんです。でも彼氏は出そうにも出せないという状況…いくら貯金しろと言っても、普段の生活でギリギリだと貯金もできないんでしょうね。すごく節約している感じもないんです。どちらかといえばどんぶり勘定で、無駄遣いも多いんです。結婚を決めたんだから節約して少しでも貯金して！って言ったんですけど、効果は無さそう。この調子だと、結婚そのものを考えちゃいます。世の中お金じゃないっていいますけど、最低限ないとやってけないですよね。先が思いやられます。,1,,東京人事労務ファクトリー,http://www.jinjiroum.com/,1,0
,32,国債を買っているんですよね,,zeiri,みんな、何となく貯金をするのが安心だと思っていますよね。でも、貯金っていうのは銀行に預けているものだというのは半分本当で半分嘘です。私たちは貯金をして、銀行に預けていますが、そのお金はそのままではありません。銀行は、そのお金を使って基本的に国債を買っています。だからしばらくすると利息がついて帰ってくる訳です。今は、1000万円までしか保証しませんよって言ってますけど、普通の人はずっと預けっぱなしでずっと国債を買っていたのだよなって思ってしまいます。利息っていうのはお金を貸したときにしかついてこないものです。今や、日本はこの利息は払うだけで結構大変だったりするわけです。なんか矛盾を生んでしまっていますよね。だから投資を始めようってことでまずは国債を買ってみては？って言われたりしますけど、いや、国債買ってるからって思ってしまいます。まぁ、自発的に買うのと、銀行経由っていうのでは違うと思いますが、とりあえず銀行に預けているお金は国債に投資しているものって割り切った方がいいと思います。だから、投資を始めるなら他の事から始めてもいいような気がするんですよね。日本の国債じゃないのを買ったりする方が、分散投資になるのかなって思ったりもします。,1,,東京の社会保険労務士,http://www.jinjiroum.com/,1,0
,32,インフレとデフレのお話について,,office,インフレとデフレって話は、景気の話をしていればよく出てくるものですよね。誰でもニュースとかで話だけは聞いていたりするとは思うのですが、イマイチどういうものかは分からなかったりするものです。基本的にインフレっていうのは、継続的に物価が上がっていき、相対的にお金の価値が下がることです。この継続的っていうのがミソなので、今の日本はインフレになるかな？って程度ですね。これの反対がデフレなので、継続的に物価が下がって、相対的にお金の価値が高かった時期です。日本は長らくデフレってことを言われていました。だから、ある意味で日本円は強かったともいえるわけですね。バブル経済が崩壊してから、デフレ経済になってしばらくお金はつよかったので、色々買えましたね。牛丼とかマクドナルドも安く食べられたのは今や昔という感じです。それを考えると、自然とお父さん達のランチ代とかも高くなりそうなものなんですけどね。今はそのあたり上がっていないから、みんな節約志向なのかなって思ったりします。まだまだみんなお金を出し惜しみしていますから、景気が回復っていうのは見えてこないですね。これがもっとお金を使うようになれば、変わってくるのかなって思ったりします。,1,,社会保険労務士は東京の人事労務ファクトリー,http://www.jinjiroum.com/,1,0
,32,うま～く仕組みを考える事,,kinyuu,人間は、どうしてもこれまでの働き方に固執してしまいます。だって、そうやって生きてきたわけですから、生き方を変えるって難しいですよね。ついつい、もうここまで生きてきちゃったから変えることができませんって言う人もいそうです。でも、人生のどこかで転換点を持った人はちゃんと人生で成功していますし、生き生きと生活しています。自分らしい生き方っていうのも出来ていますし、そういった意味ではお金の面でも恵まれていることが分かりますよね。お金とうまくつき合えている人って、ちゃんと自分で一からいろんなことを考えている人だと思います。要するにビジネスモデルが上手くいっていれば、お金の循環もものすごくよかったりするわけです。このうまーく仕組みを考えるっていうのが大事なんですよね。そのためには、時間を作らなければいけないから、他の人に出来る仕事は他の人にしてもらうべきだってことなんです。お金を払っても惜しくないっていうレベルにまでならないといけないなって思います。一人では、稼げる金額にも限度がありますから、多くの人に働いてもらって利益を出すっていうのは、投資にも通じるところかなって思ったりします。企業への投資てって、働ける人に働いてもらうって考え方ですもんね。,1,,厚生労働省,http://merumaga.mhlw.go.jp/,1,0
,18,お金のある人はもっとお金を使って欲しい,,zeiri,　明日生活するお金も心配だというようなお金に不安のある人はしかたがないのですが、そうではなく多少はお金に余裕がある人は、貯金ばかりを考えるのではなく、社会にお金を還元するという気持ちでお金を使って欲しいと思います。　今の日本人はお金の使い方が非常にシビアになっており、例えば生活していくのに関係ないような娯楽品には誰もがお金を使わないようになってきています。　服は着れれば良い、美味しい物を食べなくても良い、髪は1000円カットで十分など、娯楽やファッションに対してお金を節約すれば、確かに老後のための貯金は貯まっていきます。しかし、それでは自分が老後を迎える前に、経済がとても悪化してしまうということを想像して欲しいです。　経済のために自分が身銭を切るのは難しいと考える気持ちはわかりますが、誰かが積極的にお金を使っていかないと、さまざまな産業が行き詰まってしまい、とてもさびしい世の中になってしまいます。　つい最近、ゲームセンター、ボーリング場、洋服屋さんが、私の住んでいる場所の近所で次々と閉店になりました。ゲームセンターもボーリング場も娯楽ですが、そういう施設があるから経済も良くなっていきます。　ですので、お金のある人はもっとお金を使って欲しいです。,1,,東京人事労務ファクトリー,http://www.jinjiroum.com/,1,0
,18,貯金がうまくいかない人にすすめたい「4分の1貯金」,,tanpo,貯金がなかなかうまくいかなくて困っている人は多いのではないか。私の周りにもお金がないと日常的に言っている人が数多くいる。私も以前から貯金しようと思って、漠然といつまでにいくら貯めるという目標をたててみたものの、その目標を達成することはなかなか難しく、うまくいったためしがなかった。そんな中で、あるときお金に関する本を読んでいたとき、「4分の１貯金」という方法を知った。「4分の１貯金」とは、給料が入ったときに、あらかじめ入った額の4分の1を別の給料が振り込まれる口座とは別の貯金用の口座に移し、それはもうないものとして、その月の生活を送っていくというものである。私は、この方法を知ってから早速実行に移し、現在もこの「4分の1貯金」を続けている。実際にやってみるとわかると思うが、確かに振り込まれた給料の4分の1を貯金してしまうと、当たり前だが生活は苦しくなる。ただ、やってみると意外と生活できるもので、節約をしながらなんとかやりくりできてしまう。そんな生活を続けていると、いつの間にかその生活に慣れてくるのか、次第に金銭面が苦しいと感じることも少なくなり、節約生活が普通の生活になってくる。そんな中でしっかり4分の1のお金は貯まるので、いつのまにやら結構長くの貯金が出来てしまう。貯金がうまくいかない人は、この方法を試してみるのもいいかもしれない。,1,,東京の社会保険労務士,http://www.jinjiroum.com/,1,0
,18,お金について視野を広くもつ,,,　日本国内に住んでいる限り、お金の事で避けられないのは、日本がどれだけお金を持っているのか？という日本の財務管理です。　今、次々と税金が引き上げられていますが、その理由の1つに、そうしないと財政が破綻してしまう、予算が取れなくなってしまうということをいわれています。この事実は、よくよく考えてみればとても恐ろしいことです。　日本はとても安全で裕福な国というイメージがあるかもしれませんが、その内情はかなりお家事情に苦しい国で、これからはその苦しさを国民全員で負担していかなければならないのです。　ですから、いくら個人でお金を積み重ねたとしても、日本という国の財政難はもう避けられないですし、そうなるとそもそも日本という国が破綻する可能性も決してゼロではないということが、お金をたどっていくとわかります。　その考え方はまだ極端なのかもしれませんが、これからは年金も期待できないですし、生活保護のお金もいつカットされるかわかりません。育児をするにもお金が足りないですし、医療や福祉にまわすお金も税金で何とかしていては、結局生活は苦しくなるばかりです。　ですので、お金について視野を広くもつと、日本という国も決して安泰とはいえないのです。,1,,社会保険労務士は東京の人事労務ファクトリー,http://www.jinjiroum.com/,1,0
,18,お金の価値に見合う買い物をする,,,　お金は、価値に見合った使い方をしないと心が満たされなくなってしまいます。　部屋を掃除しているとき、まったく使っていない雑貨が出てきたり、１、２度使っただけの家電製品が出てきたり、買ったことで満足してインテリアになっている趣味のものが出てきたりなどしたときは「果たしてお金を出してまで買う価値があったのだろうか？」と、首をひねってしまうことがあります。　また、本やCDやブルーレイやゲームソフトなど、発売した当初はものすごく高い価値がついていたにもかかわらず、1年したら500円以下になっていたという経験はありませんか？確かに新品が定価で売られているのは当たり前のことですが、それを新品の状態で買う価値があるのかどうかをしっかりと見極めないと、かなりのお金を失ってしまうことになります。　ただ、誰でも経験のあることかもしれませんが、お金を持っていれば持っているほど、お金を使うときにその価値に見合ったものかどうかということを考えなくなってしまいます。そして、それが引き金になってどんどんお金を失ってしまうということがよくあります。　ですので、お金を使うときには必ずその価値に見合っているかどうかを、しっかりと1回考えることがとても大事です。,1,,東京人事労務ファクトリー,http://www.jinjiroum.com/,1,0
